identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 14 ayat (1),14.0,1.0,,ayat,"Sisa lebih yang diterima atau diperoleh badan atau lembaga nirlaba yang bergerak dalam bidang pendidikan dan/atau bidang penelitian dan pengembangan, yang telah terdaftar pada instansi yang membidanginya, dikecualikan dari objek Pqiak Penghasilan sebesar jumlah sisa lebih yang digunakan untuk:","Pasal 14 ayat (1) berbunyi: Sisa lebih yang diterima atau diperoleh badan atau lembaga nirlaba yang bergerak dalam bidang pendidikan dan/atau bidang penelitian dan pengembangan, yang telah terdaftar pada instansi yang membidanginya, dikecualikan dari objek Pqiak Penghasilan sebesar jumlah sisa lebih yang digunakan untuk:",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 14 ayat (1) poin a,14.0,1.0,a,poin,pembangunan dan/atau pengadaan sarana dan prasarana kegiatan pendidikan dan /atau penelitian dan pengembangan yang berada di dalam wilayah Negara Kesatuan Republik Indonesia; dan . dilakukan... -2L-,Pasal 14 ayat (1) poin a berbunyi: pembangunan dan/atau pengadaan sarana dan prasarana kegiatan pendidikan dan /atau penelitian dan pengembangan yang berada di dalam wilayah Negara Kesatuan Republik Indonesia; dan . dilakukan... -2L-,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 14 ayat (1) poin b,14.0,1.0,b,poin,"dilakukan paling lama 4 (empat) tahun sejak sisa lebih diterima atau diperoleh. (21 Sisa lebih sebagaimana dimaksud pada ayat (U merupakan selisih lebih dari penghitungan seluruh penghasilan yang diterima atau diperoleh selain penghasilan yang dikenai Pajak Penghasilan yang bersifat final dan/atau bukan objek Pajak Penghasilan, dikurangi biaya untuk mendapatkan, menagih, dan memelihara penghasilan tersebut.","Pasal 14 ayat (1) poin b berbunyi: dilakukan paling lama 4 (empat) tahun sejak sisa lebih diterima atau diperoleh. (21 Sisa lebih sebagaimana dimaksud pada ayat (U merupakan selisih lebih dari penghitungan seluruh penghasilan yang diterima atau diperoleh selain penghasilan yang dikenai Pajak Penghasilan yang bersifat final dan/atau bukan objek Pajak Penghasilan, dikurangi biaya untuk mendapatkan, menagih, dan memelihara penghasilan tersebut.",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 14 ayat (3),14.0,3.0,,ayat,Pembangunan dan/atau pengadaan sarana dan prasarana kegiatan pendidikan dan /atau penelitian dan pengembangan sebagaimana dimaksud pada ayat (1) huruf a termasuk penggunaan sisa lebih yang dialokasikan dalam bentuk dana abadi yang memenuhi persyaratan tertentu. Pasal L5 Ketentuan mengenai:,Pasal 14 ayat (3) berbunyi: Pembangunan dan/atau pengadaan sarana dan prasarana kegiatan pendidikan dan /atau penelitian dan pengembangan sebagaimana dimaksud pada ayat (1) huruf a termasuk penggunaan sisa lebih yang dialokasikan dalam bentuk dana abadi yang memenuhi persyaratan tertentu. Pasal L5 Ketentuan mengenai:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 14 ayat (3) poin a,14.0,3.0,a,poin,sisa lebih yang diterima atau diperoleh badan atau lembaga nirlaba yang bergerak di bidang pendidikan dan/atau bidang penelitian dan pengembangan yang dikecualikan dari objek Pajak Penghasilan sebagaimana dimaksud dalam Pasal 14 ayat (1); dan,Pasal 14 ayat (3) poin a berbunyi: sisa lebih yang diterima atau diperoleh badan atau lembaga nirlaba yang bergerak di bidang pendidikan dan/atau bidang penelitian dan pengembangan yang dikecualikan dari objek Pajak Penghasilan sebagaimana dimaksud dalam Pasal 14 ayat (1); dan,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 14 ayat (3) poin b,14.0,3.0,b,poin,"pengglrnaan sisa lebih yang dialokasikan dalam bentuk dana abadi yang memenuhi persyaratan tertentu sebagaimana dimaksud dalam Pasal 14 ayat (3), diatur dalam Peraturan Menteri.","Pasal 14 ayat (3) poin b berbunyi: pengglrnaan sisa lebih yang dialokasikan dalam bentuk dana abadi yang memenuhi persyaratan tertentu sebagaimana dimaksud dalam Pasal 14 ayat (3), diatur dalam Peraturan Menteri.",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16,16.0,,,pasal,"(U Sisa lebih yang diterima atau diperoleh badan atau lembaga sosial dan/atau keagamaan yang terdaftar pada instansi yang membidanginya dikecualikan dari objek Pajak Penghasilan sepanja.ng memenuhi persyaratan: .ditanamkan... -22_ a. ditanamkan kembali dalam bentuk sarana dan prasarana sosial dan keagama.rn; dan/atau b. ditempatkan sebagai dana abadi, dalam jangka waktu paling lama 4 (empat) tahun sejak diperolehnya sisa lebih tersebut. (21 Sisa lebih sebagaimana dimaksud pada ayat (1) merupakan selisih lebih dari penghitungan seluruh penghasilan yang diterima atau diperoleh selain penghasilan yang dikenai Pajak Penghasilan yang bersifat final dan/atau bukan objek Pajak Penghasilan, dikurangr biaya untuk mendapatkan, menagih, dan memelihara penghasilan tersebut.","Pasal 16 berbunyi: (U Sisa lebih yang diterima atau diperoleh badan atau lembaga sosial dan/atau keagamaan yang terdaftar pada instansi yang membidanginya dikecualikan dari objek Pajak Penghasilan sepanja.ng memenuhi persyaratan: .ditanamkan... -22_ a. ditanamkan kembali dalam bentuk sarana dan prasarana sosial dan keagama.rn; dan/atau b. ditempatkan sebagai dana abadi, dalam jangka waktu paling lama 4 (empat) tahun sejak diperolehnya sisa lebih tersebut. (21 Sisa lebih sebagaimana dimaksud pada ayat (1) merupakan selisih lebih dari penghitungan seluruh penghasilan yang diterima atau diperoleh selain penghasilan yang dikenai Pajak Penghasilan yang bersifat final dan/atau bukan objek Pajak Penghasilan, dikurangr biaya untuk mendapatkan, menagih, dan memelihara penghasilan tersebut.",3,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (3),16.0,3.0,,ayat,Ketentuan lebih lanjut mengenai sisa lebih yang diterima atau diperoleh badan atau lembaga sosial dan/atau keagamaan yang dikecualikan dari objek Pajak Penghasilan sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Menteri. Bagian Keenam Dana Setoran Biaya Penyelenggaraan Ibadah Haji dan/atau Biaya Penyelenggaraa.n Ibadah Haji Khusus dan Penghasilan dari Pengembangan Keuangan Haji dalam Bidang atau Instrumen Keuangan Tertentu yang Diterima Badan Pengelola Keuangan Haji Pasal L7,Pasal 16 ayat (3) berbunyi: Ketentuan lebih lanjut mengenai sisa lebih yang diterima atau diperoleh badan atau lembaga sosial dan/atau keagamaan yang dikecualikan dari objek Pajak Penghasilan sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Menteri. Bagian Keenam Dana Setoran Biaya Penyelenggaraan Ibadah Haji dan/atau Biaya Penyelenggaraa.n Ibadah Haji Khusus dan Penghasilan dari Pengembangan Keuangan Haji dalam Bidang atau Instrumen Keuangan Tertentu yang Diterima Badan Pengelola Keuangan Haji Pasal L7,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (1),16.0,1.0,,ayat,Penerimaan Badan Pengelola Keuangan Haji meliputi:,Pasal 16 ayat (1) berbunyi: Penerimaan Badan Pengelola Keuangan Haji meliputi:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (1) poin a,16.0,1.0,a,poin,setoran Biaya Penyelenggaraan Ibadah Haji dan/atau Biaya Penyelenggaraan Ibadah Haji Khusus;,Pasal 16 ayat (1) poin a berbunyi: setoran Biaya Penyelenggaraan Ibadah Haji dan/atau Biaya Penyelenggaraan Ibadah Haji Khusus;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (1) poin b,16.0,1.0,b,poin,nilai manfaat keuangan haji berupa penghasilan dari pengembangan keuangan haji;,Pasal 16 ayat (1) poin b berbunyi: nilai manfaat keuangan haji berupa penghasilan dari pengembangan keuangan haji;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (1) poin c,16.0,1.0,c,poin,dana efisiensi penyelenggara€rn ibadah haji; . dana FRESTDEN REPUBLIK INDONESIA,Pasal 16 ayat (1) poin c berbunyi: dana efisiensi penyelenggara€rn ibadah haji; . dana FRESTDEN REPUBLIK INDONESIA,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (1) poin d,16.0,1.0,d,poin,dana abadi umat; dan/atau,Pasal 16 ayat (1) poin d berbunyi: dana abadi umat; dan/atau,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (1) poin e,16.0,1.0,e,poin,sumber lain yang sah dan tidak mengikat (21 Atas penerimaan Badan Pengelola Keuangan Haji yang berupa:,Pasal 16 ayat (1) poin e berbunyi: sumber lain yang sah dan tidak mengikat (21 Atas penerimaan Badan Pengelola Keuangan Haji yang berupa:,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (1) poin a,16.0,1.0,a,poin,dana setoran Biaya Penyelenggaraan Ibadah Haji dan/atau Biaya Penyelenggaraan Ibadah Haji Khusus sebagaimana dimaksud pada ayat (1) huruf a; dan,Pasal 16 ayat (1) poin a berbunyi: dana setoran Biaya Penyelenggaraan Ibadah Haji dan/atau Biaya Penyelenggaraan Ibadah Haji Khusus sebagaimana dimaksud pada ayat (1) huruf a; dan,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (1) poin b,16.0,1.0,b,poin,"penghasilan dari pengembarlgan keuangan haji sebagaimana dimaksud pada ayat (1) huruf b dalam bidang atau instrumen keuangan tertentu, dikecualikan dari objek Pajak Penghasilan.","Pasal 16 ayat (1) poin b berbunyi: penghasilan dari pengembarlgan keuangan haji sebagaimana dimaksud pada ayat (1) huruf b dalam bidang atau instrumen keuangan tertentu, dikecualikan dari objek Pajak Penghasilan.",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (3),16.0,3.0,,ayat,' Penghasilan dari pengembangan keuangan haji dalam bidang atau instrumen keuangan tertentu sebagaimana dimaksud pada ayat (2J huruf b berupa:,Pasal 16 ayat (3) berbunyi: ' Penghasilan dari pengembangan keuangan haji dalam bidang atau instrumen keuangan tertentu sebagaimana dimaksud pada ayat (2J huruf b berupa:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (3) poin a,16.0,3.0,a,poin,"imbal hasil dari giro, deposito, sertifikat deposito, dan tabungan pada bank di Indonesia yang melaksanakan kegiatan usaha berdasarkan prinsip syariah, serta surat berharga syariah yang diterbitkan oleh Bank Indonesia;","Pasal 16 ayat (3) poin a berbunyi: imbal hasil dari giro, deposito, sertifikat deposito, dan tabungan pada bank di Indonesia yang melaksanakan kegiatan usaha berdasarkan prinsip syariah, serta surat berharga syariah yang diterbitkan oleh Bank Indonesia;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (3) poin b,16.0,3.0,b,poin,"imbal hasil dari obligasi syariah (sukuk), surat berharga syariah negara, dan surat perbendaharaan negara syariah yang diperdagangkan dan/atau dilaporkan perdagangannya pada bursa efek di Indonesia;","Pasal 16 ayat (3) poin b berbunyi: imbal hasil dari obligasi syariah (sukuk), surat berharga syariah negara, dan surat perbendaharaan negara syariah yang diperdagangkan dan/atau dilaporkan perdagangannya pada bursa efek di Indonesia;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (3) poin c,16.0,3.0,c,poin,dividen yang berasal dari dalam maupun dari luar negeri atau penghasilan lain berupa penghasilan setelah pajak atau penghasilan yang pajaknya dikecualikan atau dikenakan pajak 0% (nol persen) dari suatu bentuk usaha tetap maupun tidak melalui bentuk usaha tetap di luar negeri;,Pasal 16 ayat (3) poin c berbunyi: dividen yang berasal dari dalam maupun dari luar negeri atau penghasilan lain berupa penghasilan setelah pajak atau penghasilan yang pajaknya dikecualikan atau dikenakan pajak 0% (nol persen) dari suatu bentuk usaha tetap maupun tidak melalui bentuk usaha tetap di luar negeri;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (3) poin d,16.0,3.0,d,poin,"bagian laba yang diterima atau diperoleh dari unit penyertaan kontrak investasi kolektif yang dapat berupa imbal hasil dari reksadana syariah, kontrak investasi kolektif efek beragun aset, kontrak investasi kolektif dana investasi real estat, kontrak investasi kolektif dana investasi infrastruktur, dan/atau kontrak investasi kolektif berdasarkan prinsip syariah sejenis; dan/atau . penjualan -24_","Pasal 16 ayat (3) poin d berbunyi: bagian laba yang diterima atau diperoleh dari unit penyertaan kontrak investasi kolektif yang dapat berupa imbal hasil dari reksadana syariah, kontrak investasi kolektif efek beragun aset, kontrak investasi kolektif dana investasi real estat, kontrak investasi kolektif dana investasi infrastruktur, dan/atau kontrak investasi kolektif berdasarkan prinsip syariah sejenis; dan/atau . penjualan -24_",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 16 ayat (3) poin e,16.0,3.0,e,poin,"penjualan investasi dalam bentuk emas batangan atau rekening emas yang dikelola lembaga keuangan syariah, sesuai dengan ketentuan peraturan perundang- undangan. (41 Ketentuan lebih lanjut mengenai dana setoran Biaya Penyelenggaraan Ibadah Haji dan/atau Biaya Penyelenggaraan Ibadah Haji Khusus dan penghasilan dari pengembangan keuangan haji dalam bidang atau instrumen keuangan tertentu yang diterima Badan Pengelola Keuangan Haji yang dikecualikan dari objek Pajak Penghasilan sebagaimana dimaksud pada ayat (21 diatur dalam Peraturan Menteri.","Pasal 16 ayat (3) poin e berbunyi: penjualan investasi dalam bentuk emas batangan atau rekening emas yang dikelola lembaga keuangan syariah, sesuai dengan ketentuan peraturan perundang- undangan. (41 Ketentuan lebih lanjut mengenai dana setoran Biaya Penyelenggaraan Ibadah Haji dan/atau Biaya Penyelenggaraan Ibadah Haji Khusus dan penghasilan dari pengembangan keuangan haji dalam bidang atau instrumen keuangan tertentu yang diterima Badan Pengelola Keuangan Haji yang dikecualikan dari objek Pajak Penghasilan sebagaimana dimaksud pada ayat (21 diatur dalam Peraturan Menteri.",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
bab,,,,bab,BAB IV: BIAYA YANG DAPAT DIKURANGKAN,BAB IV: BIAYA YANG DAPAT DIKURANGKAN,1,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
bagian,,,,bagian,Bagian Kesatu,Bagian Kesatu,2,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 18 ayat (1),18.0,1.0,,ayat,"Besarnya penghasilan kena pajak bagi Wajib Pajak dalam negeri dan bentuk usaha tetap ditentukan berdasarkan penghasilan bruto dikurangi biaya untuk mendapatkan, menagih, dan memelihara penghasilan, termasuk biaya promosi dan penjualan.","Pasal 18 ayat (1) berbunyi: Besarnya penghasilan kena pajak bagi Wajib Pajak dalam negeri dan bentuk usaha tetap ditentukan berdasarkan penghasilan bruto dikurangi biaya untuk mendapatkan, menagih, dan memelihara penghasilan, termasuk biaya promosi dan penjualan.",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 18 ayat (2),18.0,2.0,,ayat,Biaya promosi dan penjualan yang dapat dikurangkan dari penghasilan bruto sebagaimana dimaksud pada ayat (1) hams memperhatikan hal sebagai berikut:,Pasal 18 ayat (2) berbunyi: Biaya promosi dan penjualan yang dapat dikurangkan dari penghasilan bruto sebagaimana dimaksud pada ayat (1) hams memperhatikan hal sebagai berikut:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 18 ayat (2) poin a,18.0,2.0,a,poin,untuk mempertahankan dan/atau meningkatkan penjualan; . dikeluarkan,Pasal 18 ayat (2) poin a berbunyi: untuk mempertahankan dan/atau meningkatkan penjualan; . dikeluarkan,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 18 ayat (2) poin b,18.0,2.0,b,poin,dikeluarkan secara wajar; dan,Pasal 18 ayat (2) poin b berbunyi: dikeluarkan secara wajar; dan,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 18 ayat (2) poin c,18.0,2.0,c,poin,menurut adat kebiasaan pedagang yang baik.,Pasal 18 ayat (2) poin c berbunyi: menurut adat kebiasaan pedagang yang baik.,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 18 ayat (3),18.0,3.0,,ayat,Ketentuan lebih lanjut mengenai biaya promosi dan penjualan yang dapat dikurangkan dari penghasilan bruto sebagaimana dimaksud pada ayat (U diatur dalam Peraturan Menteri. Bagian Kedua Piutang yang Nyata-Nyata Tidak Dapat Ditagih,Pasal 18 ayat (3) berbunyi: Ketentuan lebih lanjut mengenai biaya promosi dan penjualan yang dapat dikurangkan dari penghasilan bruto sebagaimana dimaksud pada ayat (U diatur dalam Peraturan Menteri. Bagian Kedua Piutang yang Nyata-Nyata Tidak Dapat Ditagih,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 19,19.0,,,pasal,(U Piutang yang nyata-nyata tidak dapat ditagih yang dapat dibebankan sebagai biaya dalam menghitung penghasilan kena pdak harus memenuhi persyaratan sebagai berikut: a. telah dibebankan sebagai biaya dalam laporan laba rugi komersial; b. Wajib Pajak harus menyerahkan daftar piutang yan;g nyata-nyata tidak dapat ditagih kepada Direktorat Jenderal Pajak; dan c. atas piutang yang nyata'nyata tidak dapat ditagih tersebut: ' 1. telah diserahkan perkara penagihannya kepada Pengadilan Negeri atau instansi pemerintah yang menangani piutang negara; 2. terdapat perjanjian tertulis mengenai penghapusan piutang/pembebasan utang antara kreditur dan debitur yang bersangkutan; 3. telah dipublikasikan dalam penerbitan umum atau khusus; atau +. adanya pengakuan dari debitur bahwa utangnya telah dihapuskan untuk jumtah utang tertentu. (21 Persyaratan (21 Persyaratan sebagaimana dimaksud pada ayat (1) huruf c tidak berlaku untuk piutang yang nyata-nyata tidak dapat ditagih kepada debitur kecil dan debitur kecil lainnya.,Pasal 19 berbunyi: (U Piutang yang nyata-nyata tidak dapat ditagih yang dapat dibebankan sebagai biaya dalam menghitung penghasilan kena pdak harus memenuhi persyaratan sebagai berikut: a. telah dibebankan sebagai biaya dalam laporan laba rugi komersial; b. Wajib Pajak harus menyerahkan daftar piutang yan;g nyata-nyata tidak dapat ditagih kepada Direktorat Jenderal Pajak; dan c. atas piutang yang nyata'nyata tidak dapat ditagih tersebut: ' 1. telah diserahkan perkara penagihannya kepada Pengadilan Negeri atau instansi pemerintah yang menangani piutang negara; 2. terdapat perjanjian tertulis mengenai penghapusan piutang/pembebasan utang antara kreditur dan debitur yang bersangkutan; 3. telah dipublikasikan dalam penerbitan umum atau khusus; atau +. adanya pengakuan dari debitur bahwa utangnya telah dihapuskan untuk jumtah utang tertentu. (21 Persyaratan (21 Persyaratan sebagaimana dimaksud pada ayat (1) huruf c tidak berlaku untuk piutang yang nyata-nyata tidak dapat ditagih kepada debitur kecil dan debitur kecil lainnya.,3,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 19 ayat (3),19.0,3.0,,ayat,Ketentuan lebih lanjut mengenai tata cara pembebanan piutang yang nyata-nyata tidak dapat ditagih sebagai biaya dalam menghitung penghasilan kena pajak sebagaimana dimaksud pada ayat (U diatur dalam Peraturan Menteri. Bagran Ketiga Pembentukan atau Pemupukan Dana Cadangan,Pasal 19 ayat (3) berbunyi: Ketentuan lebih lanjut mengenai tata cara pembebanan piutang yang nyata-nyata tidak dapat ditagih sebagai biaya dalam menghitung penghasilan kena pajak sebagaimana dimaksud pada ayat (U diatur dalam Peraturan Menteri. Bagran Ketiga Pembentukan atau Pemupukan Dana Cadangan,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (1),20.0,1.0,,ayat,"Untuk menentukan besarnya penghasilan kena pajak bagi Wajib Pajak dalam negeri dan bentuk usaha tetap, pembentukan atau pemupukan dana cadangan tidak boleh dikurangkan dari penghasilan bruto. {21 Dikecualikan dari ketentuan sebagaimana dimaksud pada","Pasal 20 ayat (1) berbunyi: Untuk menentukan besarnya penghasilan kena pajak bagi Wajib Pajak dalam negeri dan bentuk usaha tetap, pembentukan atau pemupukan dana cadangan tidak boleh dikurangkan dari penghasilan bruto. {21 Dikecualikan dari ketentuan sebagaimana dimaksud pada",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (1),20.0,1.0,,ayat,meliputi:,Pasal 20 ayat (1) berbunyi: meliputi:,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (1) poin a,20.0,1.0,a,poin,"cadangan piutang tak tertagih untuk usaha bank dan badan usaha lain yang menyalurkan kredit, sewa guna usaha dengan hak opsi, perusahaan pembiayaan konsumen, dan perusahaan anjak piutang yang dihitung berdasarkan standar akuntansi keuangan yang berlaku dengan batasan tertentu setelah berkoordinasi dengan Otoritas Jasa Keuangan;","Pasal 20 ayat (1) poin a berbunyi: cadangan piutang tak tertagih untuk usaha bank dan badan usaha lain yang menyalurkan kredit, sewa guna usaha dengan hak opsi, perusahaan pembiayaan konsumen, dan perusahaan anjak piutang yang dihitung berdasarkan standar akuntansi keuangan yang berlaku dengan batasan tertentu setelah berkoordinasi dengan Otoritas Jasa Keuangan;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (1) poin b,20.0,1.0,b,poin,"cadangan untuk usaha asuransi, termasuk cadangan bantuan sosial yang dibentuk oleh Badan Penyelenggara Jaminan Sosial;","Pasal 20 ayat (1) poin b berbunyi: cadangan untuk usaha asuransi, termasuk cadangan bantuan sosial yang dibentuk oleh Badan Penyelenggara Jaminan Sosial;",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (1) poin c,20.0,1.0,c,poin,cadangan penjaminan untuk Lembaga Penjamin Simpanan; . cadangan...,Pasal 20 ayat (1) poin c berbunyi: cadangan penjaminan untuk Lembaga Penjamin Simpanan; . cadangan...,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (1) poin d,20.0,1.0,d,poin,cadangan biaya reklamasi untuk usaha pertambangan;,Pasal 20 ayat (1) poin d berbunyi: cadangan biaya reklamasi untuk usaha pertambangan;,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (1) poin e,20.0,1.0,e,poin,cadangan biaya penanaman kembali untuk usaha kehutanan; dan,Pasal 20 ayat (1) poin e berbunyi: cadangan biaya penanaman kembali untuk usaha kehutanan; dan,5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (1) poin f,20.0,1.0,f,poin,"cadangan biaya penutupan dan pemeliharaan tempat pembuangan limbah industri untuk usaha pengolahan limbah industri, yang memenuhi persyaratan tertentu.","Pasal 20 ayat (1) poin f berbunyi: cadangan biaya penutupan dan pemeliharaan tempat pembuangan limbah industri untuk usaha pengolahan limbah industri, yang memenuhi persyaratan tertentu.",5,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 20 ayat (3),20.0,3.0,,ayat,Ketentuan mengenai pembentukan atau pemupukan dana cadangan yang boleh dikurangkan dari penghasilan bruto yang memenuhi persyaratan tertentu sebagaimana dimaksud pada ayat (21diatur dalam Peraturan Menteri.,Pasal 20 ayat (3) berbunyi: Ketentuan mengenai pembentukan atau pemupukan dana cadangan yang boleh dikurangkan dari penghasilan bruto yang memenuhi persyaratan tertentu sebagaimana dimaksud pada ayat (21diatur dalam Peraturan Menteri.,4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
bab,,,,bab,BAB V: PENYUSUTAN HARTA BERWUJUD DAN/ATAU,BAB V: PENYUSUTAN HARTA BERWUJUD DAN/ATAU,1,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 21 ayat (1),21.0,1.0,,ayat,"Pen5rusutan atas pengeluaran untuk pembelian, pendirian, penambahan, perbaikan, atau perubahan harta berwujud, kecuali tanah yang berstatus hak milik, hak guna bangunan, hak guna usaha, dan hak pakai, yang dimiliki dan digunakan untuk mendapatkan, menagih, dan memelihara penghasilan yang mempunyai masa manfaat lebih dari 1 (satu) tahun dilakukan dalam bagian- bagian yang sarna besar selama masa manfaat yang telah ditentukan bagi harta tersebut. (21 Penyusutan atas pengeluaran harta berwujud sebagaimana dimaksud pada ayat (1) selain bangunan, dapat juga dilakukan dalam bagian-bagian yang menurun selama masa manfaat, yang dihitung dengan cara menerapkan tarif penyusutan atas nilai sisa buku, dan pada akhir masa manfaat nilai sisa buku disusutkan sekaligus, dengan syarat dilakukan secara taat asas. .(3) Untuk . . _28-","Pasal 21 ayat (1) berbunyi: Pen5rusutan atas pengeluaran untuk pembelian, pendirian, penambahan, perbaikan, atau perubahan harta berwujud, kecuali tanah yang berstatus hak milik, hak guna bangunan, hak guna usaha, dan hak pakai, yang dimiliki dan digunakan untuk mendapatkan, menagih, dan memelihara penghasilan yang mempunyai masa manfaat lebih dari 1 (satu) tahun dilakukan dalam bagian- bagian yang sarna besar selama masa manfaat yang telah ditentukan bagi harta tersebut. (21 Penyusutan atas pengeluaran harta berwujud sebagaimana dimaksud pada ayat (1) selain bangunan, dapat juga dilakukan dalam bagian-bagian yang menurun selama masa manfaat, yang dihitung dengan cara menerapkan tarif penyusutan atas nilai sisa buku, dan pada akhir masa manfaat nilai sisa buku disusutkan sekaligus, dengan syarat dilakukan secara taat asas. .(3) Untuk . . _28-",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 21 ayat (3),21.0,3.0,,ayat,"Untuk menghitung penyusutan sebagaimana dimaksud pada ayat (U dan ayat (21, masa manfaat dan tarif penyusutan harta berwujud ditetapkan sebagai berikut: Kelompok Harta BerwujudMasa ManfaatTarif Penyusutan sebagaimana dimaksud pada","Pasal 21 ayat (3) berbunyi: Untuk menghitung penyusutan sebagaimana dimaksud pada ayat (U dan ayat (21, masa manfaat dan tarif penyusutan harta berwujud ditetapkan sebagai berikut: Kelompok Harta BerwujudMasa ManfaatTarif Penyusutan sebagaimana dimaksud pada",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
Pasal 21 ayat (1),21.0,1.0,,ayat,"Ayat (2) IBukan Bangunan Kelompok 1 4 tahun 25o/o 50% Kelompok 2 8 tahun 12,54/o 25o/o Kelompok 3 16 tahun 6,25o/o 12,5o/o Kelompok 4 2O tahun 5o/o lOo/o IIBangunan Permanen 2O tahun 5o/o Tidak Permanen 10 tahun lOo/o","Pasal 21 ayat (1) berbunyi: Ayat (2) IBukan Bangunan Kelompok 1 4 tahun 25o/o 50% Kelompok 2 8 tahun 12,54/o 25o/o Kelompok 3 16 tahun 6,25o/o 12,5o/o Kelompok 4 2O tahun 5o/o lOo/o IIBangunan Permanen 2O tahun 5o/o Tidak Permanen 10 tahun lOo/o",4,PP Nomor 55 Tahun 2022,PP Nomor 55 Tahun 2022.pdf
