identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 12 ayat (1) poin a,12.0,1.0,a,poin,menyederhanakan tata cara dan jenis perizinan usaha dengan sistem pelayanan terpadu satu pintu; dan,Pasal 12 ayat (1) poin a berbunyi: menyederhanakan tata cara dan jenis perizinan usaha dengan sistem pelayanan terpadu satu pintu; dan,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (1) poin b,12.0,1.0,b,poin,membebaskan biaya perizinan bagi Usaha Mikro dan memberikan keringanan biaya perizinan bagi Usaha Kecil.,Pasal 12 ayat (1) poin b berbunyi: membebaskan biaya perizinan bagi Usaha Mikro dan memberikan keringanan biaya perizinan bagi Usaha Kecil.,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 12 ayat (2),12.0,2.0,,ayat,Ketentuan lebih lanjut mengenai persyaratan dan t ata cara permohonan izin usaha diatur dengan Peraturan Pemerintah.,Pasal 12 ayat (2) berbunyi: Ketentuan lebih lanjut mengenai persyaratan dan t ata cara permohonan izin usaha diatur dengan Peraturan Pemerintah.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1),13.0,1.0,,ayat,Aspek kesempatan berusaha sebagaimana dimaksud dala m Pasal 7 ayat (1) huruf f ditujukan untuk:,Pasal 13 ayat (1) berbunyi: Aspek kesempatan berusaha sebagaimana dimaksud dala m Pasal 7 ayat (1) huruf f ditujukan untuk:,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin a,13.0,1.0,a,poin,"menentukan peruntukan tempat usaha yang meliputi pemberian lokasi di pasar, ruang pertokoan, lokasi sentra industri, lokasi pertanian rakyat, lokasi pertambangan rakyat, lokasi yang wajar bagi pedagang kaki lima, serta lokasi lainnya;","Pasal 13 ayat (1) poin a berbunyi: menentukan peruntukan tempat usaha yang meliputi pemberian lokasi di pasar, ruang pertokoan, lokasi sentra industri, lokasi pertanian rakyat, lokasi pertambangan rakyat, lokasi yang wajar bagi pedagang kaki lima, serta lokasi lainnya;",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin b,13.0,1.0,b,poin,menetapkan . . .,Pasal 13 ayat (1) poin b berbunyi: menetapkan . . .,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin b,13.0,1.0,b,poin,menetapkan alokasi waktu berusaha untuk Usaha Mikro dan Kecil di subsektor perdagangan retail;,Pasal 13 ayat (1) poin b berbunyi: menetapkan alokasi waktu berusaha untuk Usaha Mikro dan Kecil di subsektor perdagangan retail;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin c,13.0,1.0,c,poin,"mencadangkan bidang dan jenis kegiatan usaha yang memiliki kekhususan proses, bersifat padat karya, serta mempunyai warisan budaya yang bersifat khusus dan turun-temurun;","Pasal 13 ayat (1) poin c berbunyi: mencadangkan bidang dan jenis kegiatan usaha yang memiliki kekhususan proses, bersifat padat karya, serta mempunyai warisan budaya yang bersifat khusus dan turun-temurun;",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin d,13.0,1.0,d,poin,"menetapkan bidang usaha yang dicadangkan untuk Usaha Mikro, Kecil, dan Menengah serta bidang usaha yang terbuka untuk Usaha Besar dengan syarat harus bekerja sama dengan Usaha Mikro, Kecil, dan Menengah;","Pasal 13 ayat (1) poin d berbunyi: menetapkan bidang usaha yang dicadangkan untuk Usaha Mikro, Kecil, dan Menengah serta bidang usaha yang terbuka untuk Usaha Besar dengan syarat harus bekerja sama dengan Usaha Mikro, Kecil, dan Menengah;",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin e,13.0,1.0,e,poin,"melindungi usaha tertentu yang strategis untuk Usaha Mikro, Kecil, dan Menengah;","Pasal 13 ayat (1) poin e berbunyi: melindungi usaha tertentu yang strategis untuk Usaha Mikro, Kecil, dan Menengah;",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin f,13.0,1.0,f,poin,mengutamakan penggunaan produk yang dihasilkan oleh Usaha Mikro dan Kecil melalui pengadaan secara langsung;,Pasal 13 ayat (1) poin f berbunyi: mengutamakan penggunaan produk yang dihasilkan oleh Usaha Mikro dan Kecil melalui pengadaan secara langsung;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin g,13.0,1.0,g,poin,memprioritaskan pengadaan barang atau jasa dan pemborongan kerja Pemerintah dan Pemerintah Daerah; dan,Pasal 13 ayat (1) poin g berbunyi: memprioritaskan pengadaan barang atau jasa dan pemborongan kerja Pemerintah dan Pemerintah Daerah; dan,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (1) poin h,13.0,1.0,h,poin,memberikan bantuan konsultasi hukum dan pembelaan.,Pasal 13 ayat (1) poin h berbunyi: memberikan bantuan konsultasi hukum dan pembelaan.,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 13 ayat (2),13.0,2.0,,ayat,Pelaksanaan ketentuan sebagaimana dimaksud pada aya t (1) dilakukan pengawasan dan pengendalian oleh Pemerintah dan Pemerintah Daerah.,Pasal 13 ayat (2) berbunyi: Pelaksanaan ketentuan sebagaimana dimaksud pada aya t (1) dilakukan pengawasan dan pengendalian oleh Pemerintah dan Pemerintah Daerah.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 14 ayat (1),14.0,1.0,,ayat,Aspek promosi dagang sebagaimana dimaksud dalam Pasal 7,Pasal 14 ayat (1) berbunyi: Aspek promosi dagang sebagaimana dimaksud dalam Pasal 7,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 14 ayat (1),14.0,1.0,,ayat,"huruf g, ditujukan untuk:","Pasal 14 ayat (1) berbunyi: huruf g, ditujukan untuk:",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 14 ayat (1) poin a,14.0,1.0,a,poin,"meningkatkan promosi produk Usaha Mikro, Kecil, dan Menengah di dalam dan di luar negeri;","Pasal 14 ayat (1) poin a berbunyi: meningkatkan promosi produk Usaha Mikro, Kecil, dan Menengah di dalam dan di luar negeri;",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 14 ayat (1) poin b,14.0,1.0,b,poin,"memperluas sumber pendanaan untuk promosi produk Usaha Mikro, Kecil, dan Menengah di dalam dan di luar negeri;","Pasal 14 ayat (1) poin b berbunyi: memperluas sumber pendanaan untuk promosi produk Usaha Mikro, Kecil, dan Menengah di dalam dan di luar negeri;",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 14 ayat (1) poin c,14.0,1.0,c,poin,"memberikan insentif dan tata cara pemberian insentif untuk Usaha Mikro, Kecil, dan Menengah yang mampu menyediakan pendanaan secara mandiri dalam kegiatan promosi produk di dalam dan di luar negeri; dan","Pasal 14 ayat (1) poin c berbunyi: memberikan insentif dan tata cara pemberian insentif untuk Usaha Mikro, Kecil, dan Menengah yang mampu menyediakan pendanaan secara mandiri dalam kegiatan promosi produk di dalam dan di luar negeri; dan",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 14 ayat (1) poin d,14.0,1.0,d,poin,"memfasilitasi pemilikan hak atas kekayaan intelektual atas produk dan desain Usaha Mikro, Kecil, dan Menengah dalam kegiatan usaha dalam negeri dan ekspor.","Pasal 14 ayat (1) poin d berbunyi: memfasilitasi pemilikan hak atas kekayaan intelektual atas produk dan desain Usaha Mikro, Kecil, dan Menengah dalam kegiatan usaha dalam negeri dan ekspor.",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 14 ayat (2),14.0,2.0,,ayat,Pelaksanaan ketentuan sebagaimana dimaksud pada ayat ( 1) dilakukan pengawasan dan pengendalian oleh Pemerintah dan Pemerintah Daerah. Pasal 15 . . .,Pasal 14 ayat (2) berbunyi: Pelaksanaan ketentuan sebagaimana dimaksud pada ayat ( 1) dilakukan pengawasan dan pengendalian oleh Pemerintah dan Pemerintah Daerah. Pasal 15 . . .,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 15,15.0,,,pasal,"Aspek dukungan kelembagaan sebagaimana dimaksud dalam Pasal 7 ayat (1) huruf h ditujukan untuk mengembangkan dan meningkatkan fungsi inkubator, lembaga layanan pengembanga n usaha, konsultan keuangan mitra bank, dan lembaga profesi sejenis lainnya sebagai lembaga pendukung pengembangan Usaha Mikro, Kecil, dan Menengah.","Pasal 15 berbunyi: Aspek dukungan kelembagaan sebagaimana dimaksud dalam Pasal 7 ayat (1) huruf h ditujukan untuk mengembangkan dan meningkatkan fungsi inkubator, lembaga layanan pengembanga n usaha, konsultan keuangan mitra bank, dan lembaga profesi sejenis lainnya sebagai lembaga pendukung pengembangan Usaha Mikro, Kecil, dan Menengah.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
bab,,,,bab,BAB VI: PENGEMBANGAN USAHA,BAB VI: PENGEMBANGAN USAHA,1,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 16 ayat (1),16.0,1.0,,ayat,Pemerintah dan Pemerintah Daerah memfasilitasi pengembangan usaha dalam bidang:,Pasal 16 ayat (1) berbunyi: Pemerintah dan Pemerintah Daerah memfasilitasi pengembangan usaha dalam bidang:,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 16 ayat (1) poin a,16.0,1.0,a,poin,produksi dan pengolahan;,Pasal 16 ayat (1) poin a berbunyi: produksi dan pengolahan;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 16 ayat (1) poin b,16.0,1.0,b,poin,pemasaran;,Pasal 16 ayat (1) poin b berbunyi: pemasaran;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 16 ayat (1) poin c,16.0,1.0,c,poin,sumber daya manusia; dan,Pasal 16 ayat (1) poin c berbunyi: sumber daya manusia; dan,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 16 ayat (1) poin d,16.0,1.0,d,poin,desain dan teknologi.,Pasal 16 ayat (1) poin d berbunyi: desain dan teknologi.,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 16 ayat (2),16.0,2.0,,ayat,Dunia usaha dan masyarakat berperan serta secara aktif melakukan pengembangan sebagaimana dimaksud pada,Pasal 16 ayat (2) berbunyi: Dunia usaha dan masyarakat berperan serta secara aktif melakukan pengembangan sebagaimana dimaksud pada,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 16 ayat (1),16.0,1.0,,ayat,.,Pasal 16 ayat (1) berbunyi: .,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 16 ayat (3),16.0,3.0,,ayat,"Ketentuan lebih lanjut mengenai tata cara pengembang an, prioritas, intensitas, dan jangka waktu pengembangan diatu r dengan Peraturan Pemerintah .","Pasal 16 ayat (3) berbunyi: Ketentuan lebih lanjut mengenai tata cara pengembang an, prioritas, intensitas, dan jangka waktu pengembangan diatu r dengan Peraturan Pemerintah .",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 17,17.0,,,pasal,"Pengembangan dalam bidang produksi dan pengolahan sebagaimana dimaksud dalam Pasal 16 ayat (1) huruf a dilakukan dengan cara: a. meningkatkan teknik produksi dan pengolahan serta kemampuan manajemen bagi Usaha Mikro, Kecil, dan Menengah; b. memberikan kemudahan dalam pengadaan sarana dan prasarana, produksi dan pengolahan, bahan baku, bahan penolong, dan kemasan bagi produk Usaha Mikro, Kecil, dan Menengah; c. mendorong penerapan standarisasi dalam proses prod uksi dan pengolahan; dan d. meningkatkan . . . d. meningkatkan kemampuan rancang bangun dan perekayasaan bagi Usaha Menengah.","Pasal 17 berbunyi: Pengembangan dalam bidang produksi dan pengolahan sebagaimana dimaksud dalam Pasal 16 ayat (1) huruf a dilakukan dengan cara: a. meningkatkan teknik produksi dan pengolahan serta kemampuan manajemen bagi Usaha Mikro, Kecil, dan Menengah; b. memberikan kemudahan dalam pengadaan sarana dan prasarana, produksi dan pengolahan, bahan baku, bahan penolong, dan kemasan bagi produk Usaha Mikro, Kecil, dan Menengah; c. mendorong penerapan standarisasi dalam proses prod uksi dan pengolahan; dan d. meningkatkan . . . d. meningkatkan kemampuan rancang bangun dan perekayasaan bagi Usaha Menengah.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 18,18.0,,,pasal,"Pengembangan dalam bidang pemasaran, sebagaimana dimaksu d dalam Pasal 16 ayat (1) huruf b dilakukan dengan cara: a. melaksanakan penelitian dan pengkajian pemasaran; b. menyebarluaskan informasi pasar; c. meningkatkan kemampuan manajemen dan teknik pemasaran; d. menyediakan sarana pemasaran yang meliputi penyelenggaraan uji coba pasar, lembaga pemasaran, penyediaan rumah dagang, dan promosi Usaha Mikro dan Kecil; e. memberikan dukungan promosi produk, jaringan pemasa ran, dan distribusi; dan f. menyediakan tenaga konsultan profesional dalam bidang pemasaran.","Pasal 18 berbunyi: Pengembangan dalam bidang pemasaran, sebagaimana dimaksu d dalam Pasal 16 ayat (1) huruf b dilakukan dengan cara: a. melaksanakan penelitian dan pengkajian pemasaran; b. menyebarluaskan informasi pasar; c. meningkatkan kemampuan manajemen dan teknik pemasaran; d. menyediakan sarana pemasaran yang meliputi penyelenggaraan uji coba pasar, lembaga pemasaran, penyediaan rumah dagang, dan promosi Usaha Mikro dan Kecil; e. memberikan dukungan promosi produk, jaringan pemasa ran, dan distribusi; dan f. menyediakan tenaga konsultan profesional dalam bidang pemasaran.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 19,19.0,,,pasal,"Pengembangan dalam bidang sumber daya manusia sebagaima na dimaksud dalam Pasal 16 ayat (1) huruf c dilakukan dengan cara: a. memasyarakatkan dan membudayakan kewirausahaan; b. meningkatkan keterampilan teknis dan manajerial; dan c. membentuk dan mengembangkan lembaga pendidikan dan pelatihan untuk melakukan pendidikan, pelatihan, penyuluhan, motivasi dan kreativitas bisnis, dan penciptaan wirausaha baru.","Pasal 19 berbunyi: Pengembangan dalam bidang sumber daya manusia sebagaima na dimaksud dalam Pasal 16 ayat (1) huruf c dilakukan dengan cara: a. memasyarakatkan dan membudayakan kewirausahaan; b. meningkatkan keterampilan teknis dan manajerial; dan c. membentuk dan mengembangkan lembaga pendidikan dan pelatihan untuk melakukan pendidikan, pelatihan, penyuluhan, motivasi dan kreativitas bisnis, dan penciptaan wirausaha baru.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 20,20.0,,,pasal,"Pengembangan dalam bidang desain dan teknologi sebagaima na dimaksud dalam Pasal 16 ayat (1) huruf d dilakukan dengan: a. meningkatkan kemampuan di bidang desain dan teknologi serta pengendalian mutu; b. meningkatkan kerjasama dan alih teknologi; c. meningkatkan kemampuan Usaha Kecil dan Menengah di bidang penelitian untuk mengembangkan desain dan teknologi baru; d. memberikan . . . d. memberikan insentif kepada Usaha Mikro, Kecil, dan Menengah yang mengembangkan teknologi dan melestarikan lingkungan hidup; dan e. mendorong Usaha Mikro, Kecil, dan Menengah untuk memperoleh sertifikat hak atas kekayaan intelektual.","Pasal 20 berbunyi: Pengembangan dalam bidang desain dan teknologi sebagaima na dimaksud dalam Pasal 16 ayat (1) huruf d dilakukan dengan: a. meningkatkan kemampuan di bidang desain dan teknologi serta pengendalian mutu; b. meningkatkan kerjasama dan alih teknologi; c. meningkatkan kemampuan Usaha Kecil dan Menengah di bidang penelitian untuk mengembangkan desain dan teknologi baru; d. memberikan . . . d. memberikan insentif kepada Usaha Mikro, Kecil, dan Menengah yang mengembangkan teknologi dan melestarikan lingkungan hidup; dan e. mendorong Usaha Mikro, Kecil, dan Menengah untuk memperoleh sertifikat hak atas kekayaan intelektual.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
bab,,,,bab,BAB VII: PEMBIAYAAN DAN PENJAMINAN,BAB VII: PEMBIAYAAN DAN PENJAMINAN,1,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
bagian,,,,bagian,Bagian Kesatu,Bagian Kesatu,2,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 21 ayat (1),21.0,1.0,,ayat,Pemerintah dan Pemerintah Daerah menyediakan pembiayaan bagi Usaha Mikro dan Kecil.,Pasal 21 ayat (1) berbunyi: Pemerintah dan Pemerintah Daerah menyediakan pembiayaan bagi Usaha Mikro dan Kecil.,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 21 ayat (2),21.0,2.0,,ayat,"Badan Usaha Milik Negara dapat menyediakan pembiayaa n dari penyisihan bagian laba tahunan yang dialokasikan kepada Usaha Mikro dan Kecil dalam bentuk pemberian pinjaman, penjaminan, hibah, dan pembiayaan lainnya.","Pasal 21 ayat (2) berbunyi: Badan Usaha Milik Negara dapat menyediakan pembiayaa n dari penyisihan bagian laba tahunan yang dialokasikan kepada Usaha Mikro dan Kecil dalam bentuk pemberian pinjaman, penjaminan, hibah, dan pembiayaan lainnya.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 21 ayat (3),21.0,3.0,,ayat,"Usaha Besar nasional dan asing dapat menyediakan pembiayaan yang dialokasikan kepada Usaha Mikro dan Kecil dalam bentuk pemberian pinjaman, penjaminan, hibah, dan pembiayaan lainnya.","Pasal 21 ayat (3) berbunyi: Usaha Besar nasional dan asing dapat menyediakan pembiayaan yang dialokasikan kepada Usaha Mikro dan Kecil dalam bentuk pemberian pinjaman, penjaminan, hibah, dan pembiayaan lainnya.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 21 ayat (4),21.0,4.0,,ayat,"Pemerintah, Pemerintah Daerah, dan Dunia Usaha dapat memberikan hibah, mengusahakan bantuan luar negeri, dan mengusahakan sumber pembiayaan lain yang sah serta tida k mengikat untuk Usaha Mikro dan Kecil.","Pasal 21 ayat (4) berbunyi: Pemerintah, Pemerintah Daerah, dan Dunia Usaha dapat memberikan hibah, mengusahakan bantuan luar negeri, dan mengusahakan sumber pembiayaan lain yang sah serta tida k mengikat untuk Usaha Mikro dan Kecil.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 21 ayat (5),21.0,5.0,,ayat,"Pemerintah dan Pemerintah Daerah dapat memberikan insentif dalam bentuk kemudahan persyaratan perizinan, keringanan tarif sarana dan prasarana , dan bentuk insentif lainnya yang sesuai dengan ketentuan peraturan perunda ng- undangan kepada dunia usaha yang menyediakan pembiayaan bagi Usaha Mikro dan Kecil.","Pasal 21 ayat (5) berbunyi: Pemerintah dan Pemerintah Daerah dapat memberikan insentif dalam bentuk kemudahan persyaratan perizinan, keringanan tarif sarana dan prasarana , dan bentuk insentif lainnya yang sesuai dengan ketentuan peraturan perunda ng- undangan kepada dunia usaha yang menyediakan pembiayaan bagi Usaha Mikro dan Kecil.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 22,22.0,,,pasal,"Dalam rangka meningkatkan sumber pembiayaan Usaha Mikro dan Usaha Kecil, Pemerintah melakukan upaya: a. pengembangan sumber pembiayaan dari kredit perbankan dan lembaga keuangan bukan bank; b. pengembangan lembaga modal ventura; c. pelembagaan terhadap transaksi anjak piutang; d. peningkatan . . . d. peningkatan kerjasama antara Usaha Mikro dan Usaha Ke cil melalui koperasi simpan pinjam dan koperasi jasa keuangan konvensional dan syariah; dan e. pengembangan sumber pembiayaan lain sesuai dengan ketentuan peraturan perundang-undangan.","Pasal 22 berbunyi: Dalam rangka meningkatkan sumber pembiayaan Usaha Mikro dan Usaha Kecil, Pemerintah melakukan upaya: a. pengembangan sumber pembiayaan dari kredit perbankan dan lembaga keuangan bukan bank; b. pengembangan lembaga modal ventura; c. pelembagaan terhadap transaksi anjak piutang; d. peningkatan . . . d. peningkatan kerjasama antara Usaha Mikro dan Usaha Ke cil melalui koperasi simpan pinjam dan koperasi jasa keuangan konvensional dan syariah; dan e. pengembangan sumber pembiayaan lain sesuai dengan ketentuan peraturan perundang-undangan.",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 23 ayat (1),23.0,1.0,,ayat,"Untuk meningkatkan akses Usaha Mikro dan Kecil terhad ap sumber pembiayaan sebagaimana dimaksud dalam Pasal 22, Pemerintah dan Pemerintah Daerah:","Pasal 23 ayat (1) berbunyi: Untuk meningkatkan akses Usaha Mikro dan Kecil terhad ap sumber pembiayaan sebagaimana dimaksud dalam Pasal 22, Pemerintah dan Pemerintah Daerah:",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 23 ayat (1) poin a,23.0,1.0,a,poin,"menumbuhkan, mengembangkan, dan memperluas jaringan lembaga keuangan bukan bank;","Pasal 23 ayat (1) poin a berbunyi: menumbuhkan, mengembangkan, dan memperluas jaringan lembaga keuangan bukan bank;",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 23 ayat (1) poin b,23.0,1.0,b,poin,"menumbuhkan, mengembangkan, dan memperluas jangkauan lembaga penjamin kredit; dan","Pasal 23 ayat (1) poin b berbunyi: menumbuhkan, mengembangkan, dan memperluas jangkauan lembaga penjamin kredit; dan",5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 23 ayat (1) poin c,23.0,1.0,c,poin,memberikan kemudahan dan fasilitasi dalam memenuhi persyaratan untuk memperoleh pembiayaan.,Pasal 23 ayat (1) poin c berbunyi: memberikan kemudahan dan fasilitasi dalam memenuhi persyaratan untuk memperoleh pembiayaan.,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 23 ayat (2),23.0,2.0,,ayat,Dunia Usaha dan masyarakat berperan serta secara aktif meningkatkan akses Usaha Mikro dan Kecil terhadap pinjaman atau kredit sebagaimana dimaksud pada ayat (1) dengan cara:,Pasal 23 ayat (2) berbunyi: Dunia Usaha dan masyarakat berperan serta secara aktif meningkatkan akses Usaha Mikro dan Kecil terhadap pinjaman atau kredit sebagaimana dimaksud pada ayat (1) dengan cara:,4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 23 ayat (2) poin a,23.0,2.0,a,poin,meningkatkan kemampuan menyusun studi kelayakan usaha;,Pasal 23 ayat (2) poin a berbunyi: meningkatkan kemampuan menyusun studi kelayakan usaha;,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 23 ayat (2) poin b,23.0,2.0,b,poin,meningkatkan pengetahuan tentang prosedur pengaju an kredit atau pinjaman; dan,Pasal 23 ayat (2) poin b berbunyi: meningkatkan pengetahuan tentang prosedur pengaju an kredit atau pinjaman; dan,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 23 ayat (2) poin c,23.0,2.0,c,poin,meningkatkan pemahaman dan keterampilan teknis serta manajerial usaha. Bagian Kedua Pembiayaan dan Penjaminan Usaha Menengah,Pasal 23 ayat (2) poin c berbunyi: meningkatkan pemahaman dan keterampilan teknis serta manajerial usaha. Bagian Kedua Pembiayaan dan Penjaminan Usaha Menengah,5,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 24,24.0,,,pasal,"Pemerintah dan Pemerintah Daerah melakukan pemberdayaa n Usaha Menengah dalam bidang pembiayaan dan penjaminan dengan: a. memfasilitasi dan mendorong peningkatan pembiayaan modal kerja dan investasi melalui perluasan sumber dan pola pembiayaan, akses terhadap pasar modal, dan lembaga pembiayaan lainnya; dan b. mengembangkan lembaga penjamin kredit, dan meningkatkan fungsi lembaga penjamin ekspor. BAB VIII . . .","Pasal 24 berbunyi: Pemerintah dan Pemerintah Daerah melakukan pemberdayaa n Usaha Menengah dalam bidang pembiayaan dan penjaminan dengan: a. memfasilitasi dan mendorong peningkatan pembiayaan modal kerja dan investasi melalui perluasan sumber dan pola pembiayaan, akses terhadap pasar modal, dan lembaga pembiayaan lainnya; dan b. mengembangkan lembaga penjamin kredit, dan meningkatkan fungsi lembaga penjamin ekspor. BAB VIII . . .",3,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
bab,,,,bab,BAB VIII: KEMITRAAN,BAB VIII: KEMITRAAN,1,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 25 ayat (1),25.0,1.0,,ayat,"Pemerintah, Pemerintah Daerah, Dunia Usaha, dan masyarakat memfasilitasi, mendukung, dan menstimulasi kegiatan kemitraan, yang saling membutuhkan, mempercayai, memperkuat, dan menguntungkan.","Pasal 25 ayat (1) berbunyi: Pemerintah, Pemerintah Daerah, Dunia Usaha, dan masyarakat memfasilitasi, mendukung, dan menstimulasi kegiatan kemitraan, yang saling membutuhkan, mempercayai, memperkuat, dan menguntungkan.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 25 ayat (2),25.0,2.0,,ayat,"Kemitraan antar-Usaha Mikro, Kecil, dan Menengah dan Kemitraan antara Usaha Mikro, Kecil, dan Menengah dengan Usaha Besar mencakup proses alih keterampilan di bidang produksi dan pengolahan, pemasaran, permodalan, sumber daya manusia, dan teknologi.","Pasal 25 ayat (2) berbunyi: Kemitraan antar-Usaha Mikro, Kecil, dan Menengah dan Kemitraan antara Usaha Mikro, Kecil, dan Menengah dengan Usaha Besar mencakup proses alih keterampilan di bidang produksi dan pengolahan, pemasaran, permodalan, sumber daya manusia, dan teknologi.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
Pasal 25 ayat (3),25.0,3.0,,ayat,"Menteri dan Menteri Teknis mengatur pemberian insentif kepada Usaha Besar yang melakukan kemitraan dengan Usaha Mikro, Kecil, dan Menengah melalui inovasi dan pengembangan produk berorientasi ekspor, penyerapan tenaga kerja, penggunaan teknologi tepat guna dan rama h lingkungan, serta menyelenggarakan pendidikan dan pelatihan.","Pasal 25 ayat (3) berbunyi: Menteri dan Menteri Teknis mengatur pemberian insentif kepada Usaha Besar yang melakukan kemitraan dengan Usaha Mikro, Kecil, dan Menengah melalui inovasi dan pengembangan produk berorientasi ekspor, penyerapan tenaga kerja, penggunaan teknologi tepat guna dan rama h lingkungan, serta menyelenggarakan pendidikan dan pelatihan.",4,UU Nomor 20 Tahun 2008,UU Nomor 20 Tahun 2008.pdf
