identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 12,12,,,pasal,"Peraturan Pemerintah ini mulai berlaku pada tanggal 1 Juli 2018. Agar REPuJtT'iu""'?Sf;*.r,o pengundangan Peraturan Pemerintah ini dengan penempatannya dalam Lembaran Negara Republik Indonesia. pada tanggal 8 Juni 2Ol8 , pada tanggal 8 Juni 2Ol8 MENTERI HUKUM DAN HAK ASASI MANUSIA REPUBLIK INDONESIA, sesuai dengan aslinya REPUBLIK INDONESIA ndang-undangan, ilvanna I. PERATURAN PEMERINTAH REPUBLIK INDONESIA NOMOR 23 TAHUN 2018 TENTANG PAJAK PENGHASILAN ATAS PENGHASILAN DARI USAHA YANG DITERIMA ATAU DIPEROLEH WAJIB PAJAK YANG MEMILIKI PEREDARAN BRUTO TERTENTU UMUM Dalam rangka melaksanakan ketentuan Pasal 4 ayat (21 huruf e dan Pasal 17 ayat (71 Undang-Undang Nomor 7 Tahun 1983 tentang Pajak Penghasilan sebagaimana telah beberapa kali diubah terakhir dengan Undang-Undang Nomor 36 Tahun 2008 tentang Perubahan Keempat atas Undang-Undang Nomor 7 Tahun 1983 tentang Pajak Penghasilan (Undang- Undang Pajak Penghasilan), telah diterbitkan Peraturan Pemerintah Nomor 46 Tahun 2013 tentang Pajak Penghasilan atas Penghasilan dari Usaha yang Diterima atau Diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu (Peraturan Pemerintah Nomor 46 Tahun 2013), yang mengatur pengenaan Pajak Penghasilan final bagi Wajib Pajak yang memiliki peredaran bruto usaha sampai jumlah tertentu. Dengan memperhatikan hasil evaiuasi pelaksanaan Peraturan Pemerintah Nomor 46 Tahun 2013, untuk memberikan kemudahan dan kesederhanaan kepada Wajib Pajak dalam melaksanakan kewajiban perpajakannya, atas penghasilan dari usaha yang diterima atau diperoleh Wajib Pajak yang memiliki peredaran bruto tertentu dikenai Pajak Penghasilan yang bersifat final dengan jangka waktu tertentu. Pemberlakuan{iD R E PU J.T': t,',35f; "" = r, o Pemberlakuan jangka waktu tertentu dimaksudkan sebagai masa pembelajaran bagi Wajib Pajak untuk dapat menyelenggarakan pembukuan sebelum dikenai Pajak Penghasilan denganrezim umum. Lebih lanjut, untuk mendorong masyarakat untuk berperan serta dalam kegiatan ekonomi formal, Peraturan Pemerintah ini mengatur ketentuan mengenai penyesuaian tarif Pajak Penghasilan Iinal. Untuk lebih memberikan keadilan kepada Wajib Pajak yang memiliki peredaran bruto tertentu yang telah mampu melakukan pembukuan, dalam Peraturan Pemerintah ini Wajib Pajak dapat memilih untuk dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat ( 1) huruf a, Pasal 77 ayat (2a), atau Pasal 3lE Undang-Undang Pajak Penghasilan. Untuk menyempurnakan ketentuan Pajak Penghasilan final atas penghasilan dari Wajib Pajak yang memiliki peredaran bruto tertentu, maka dipandang perlu untuk mengganti Peraturan Pemerintah Nomor 46 Tahun 2013 tentang Pajak Penghasilan atas Penghasilan dari Usaha yang Diterima atau Diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu dengan Peraturan Pemerintah ini. II. PASAL DEMI PASAL","Pasal 12 berbunyi: Peraturan Pemerintah ini mulai berlaku pada tanggal 1 Juli 2018. Agar REPuJtT'iu""'?Sf;*.r,o pengundangan Peraturan Pemerintah ini dengan penempatannya dalam Lembaran Negara Republik Indonesia. pada tanggal 8 Juni 2Ol8 , pada tanggal 8 Juni 2Ol8 MENTERI HUKUM DAN HAK ASASI MANUSIA REPUBLIK INDONESIA, sesuai dengan aslinya REPUBLIK INDONESIA ndang-undangan, ilvanna I. PERATURAN PEMERINTAH REPUBLIK INDONESIA NOMOR 23 TAHUN 2018 TENTANG PAJAK PENGHASILAN ATAS PENGHASILAN DARI USAHA YANG DITERIMA ATAU DIPEROLEH WAJIB PAJAK YANG MEMILIKI PEREDARAN BRUTO TERTENTU UMUM Dalam rangka melaksanakan ketentuan Pasal 4 ayat (21 huruf e dan Pasal 17 ayat (71 Undang-Undang Nomor 7 Tahun 1983 tentang Pajak Penghasilan sebagaimana telah beberapa kali diubah terakhir dengan Undang-Undang Nomor 36 Tahun 2008 tentang Perubahan Keempat atas Undang-Undang Nomor 7 Tahun 1983 tentang Pajak Penghasilan (Undang- Undang Pajak Penghasilan), telah diterbitkan Peraturan Pemerintah Nomor 46 Tahun 2013 tentang Pajak Penghasilan atas Penghasilan dari Usaha yang Diterima atau Diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu (Peraturan Pemerintah Nomor 46 Tahun 2013), yang mengatur pengenaan Pajak Penghasilan final bagi Wajib Pajak yang memiliki peredaran bruto usaha sampai jumlah tertentu. Dengan memperhatikan hasil evaiuasi pelaksanaan Peraturan Pemerintah Nomor 46 Tahun 2013, untuk memberikan kemudahan dan kesederhanaan kepada Wajib Pajak dalam melaksanakan kewajiban perpajakannya, atas penghasilan dari usaha yang diterima atau diperoleh Wajib Pajak yang memiliki peredaran bruto tertentu dikenai Pajak Penghasilan yang bersifat final dengan jangka waktu tertentu. Pemberlakuan{iD R E PU J.T': t,',35f; "" = r, o Pemberlakuan jangka waktu tertentu dimaksudkan sebagai masa pembelajaran bagi Wajib Pajak untuk dapat menyelenggarakan pembukuan sebelum dikenai Pajak Penghasilan denganrezim umum. Lebih lanjut, untuk mendorong masyarakat untuk berperan serta dalam kegiatan ekonomi formal, Peraturan Pemerintah ini mengatur ketentuan mengenai penyesuaian tarif Pajak Penghasilan Iinal. Untuk lebih memberikan keadilan kepada Wajib Pajak yang memiliki peredaran bruto tertentu yang telah mampu melakukan pembukuan, dalam Peraturan Pemerintah ini Wajib Pajak dapat memilih untuk dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat ( 1) huruf a, Pasal 77 ayat (2a), atau Pasal 3lE Undang-Undang Pajak Penghasilan. Untuk menyempurnakan ketentuan Pajak Penghasilan final atas penghasilan dari Wajib Pajak yang memiliki peredaran bruto tertentu, maka dipandang perlu untuk mengganti Peraturan Pemerintah Nomor 46 Tahun 2013 tentang Pajak Penghasilan atas Penghasilan dari Usaha yang Diterima atau Diperoleh Wajib Pajak yang Memiliki Peredaran Bruto Tertentu dengan Peraturan Pemerintah ini. II. PASAL DEMI PASAL",3,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 2 ayat (4),2,4.0,,ayat,". . *. "", J.T,[ t,',?otf; ^. r, o","Pasal 2 ayat (4) berbunyi: . . *. "", J.T,[ t,',?otf; ^. r, o",4,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 2 ayat (4),2,4.0,,ayat,"Contoh: T\:an A memiliki keahlian sebagai pemain piano. Dalam hal TuanA mengajar piano untuk dan atas namanya sendiri untuk memperoleh penghasilan yang tidak terikat oleh suatu hubungan kerja, maka T\ran A menyerahkan jasa sehubungan dengan pekerjaan bebas. Penghasilan Tuan A dari mengajar piano dikecualikan dari penghasilan usaha yang dikenai Pajak Penghasilan yang bersifat final berdasarkan Peraturan Pemerintah ini. Namun demikian, dalam hal T\ran A memiliki usaha kursus piano dan mempekerjakan orang lain, maka penghasilan dari usaha tersebut bukan merupakan penghasilan jasa sehubungan dengan pekerjaan bebas.","Pasal 2 ayat (4) berbunyi: Contoh: T\:an A memiliki keahlian sebagai pemain piano. Dalam hal TuanA mengajar piano untuk dan atas namanya sendiri untuk memperoleh penghasilan yang tidak terikat oleh suatu hubungan kerja, maka T\ran A menyerahkan jasa sehubungan dengan pekerjaan bebas. Penghasilan Tuan A dari mengajar piano dikecualikan dari penghasilan usaha yang dikenai Pajak Penghasilan yang bersifat final berdasarkan Peraturan Pemerintah ini. Namun demikian, dalam hal T\ran A memiliki usaha kursus piano dan mempekerjakan orang lain, maka penghasilan dari usaha tersebut bukan merupakan penghasilan jasa sehubungan dengan pekerjaan bebas.",4,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 3,3,,,pasal,Ayat,Pasal 3 berbunyi: Ayat,3,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 3 ayat (1),3,1.0,,ayat,Persekutuan komanditer disebut dengan commandit aire uenno ot s chap.,Pasal 3 ayat (1) berbunyi: Persekutuan komanditer disebut dengan commandit aire uenno ot s chap.,4,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 3 ayat (2),3,2.0,,ayat,"istilah asing Huruf a Wajib Pajak yang berdasarkan Peraturan Pemerintah ini dikenai Pajak Penghasilan final, dapat memilih untuk tidakdikenai Pajak Penghasilan berdasarkan Peraturan Pemerintah ini. Selanjutnya Wajib Pajak tersebut dikenai Pajak Penghasilan atas penghasilan kena pajak nya berdasarkan tarif:","Pasal 3 ayat (2) berbunyi: istilah asing Huruf a Wajib Pajak yang berdasarkan Peraturan Pemerintah ini dikenai Pajak Penghasilan final, dapat memilih untuk tidakdikenai Pajak Penghasilan berdasarkan Peraturan Pemerintah ini. Selanjutnya Wajib Pajak tersebut dikenai Pajak Penghasilan atas penghasilan kena pajak nya berdasarkan tarif:",4,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 3 ayat (2) poin a,3,2.0,a,poin,Pasal 17 ayat (1) huruf a Undang-Undang Pajak Penghasilan untuk Wajib Pajak orang pribadi; atau,Pasal 3 ayat (2) poin a berbunyi: Pasal 17 ayat (1) huruf a Undang-Undang Pajak Penghasilan untuk Wajib Pajak orang pribadi; atau,5,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 3 ayat (2) poin b,3,2.0,b,poin,"Pasal 17 ayat (2al dan Pasal 31E Undang-Undang Pajak Penghasilan untuk Wajib Pajak badan. Huruf b PRESIDEN REPUBLIK INOONESIA Huruf b Contoh: Tuan C seorang konsultan pajak dan bersama Tuan D sesama konsultan pajak membentuk Firma CD dan Rekan.Firma tersebut menjalankan usaha memberikan jasa konsultan pajak. Mengingat jasa yang diberikan oleh firma tersebut sama dengan jasa yang diberikan T\ran C dan Tlran D sehubungan dengan pekerjaan bebas berupa jasa konsultan pajak, maka firma tersebut tidak termasuk Wajib Pajak badan berbentuk firma yang dikenai Pajak Penghasilanyang bersifat final berdasarkan ketentuan Peraturan Pemerintah ini. Huruf c Huruf d Ayat (s)","Pasal 3 ayat (2) poin b berbunyi: Pasal 17 ayat (2al dan Pasal 31E Undang-Undang Pajak Penghasilan untuk Wajib Pajak badan. Huruf b PRESIDEN REPUBLIK INOONESIA Huruf b Contoh: Tuan C seorang konsultan pajak dan bersama Tuan D sesama konsultan pajak membentuk Firma CD dan Rekan.Firma tersebut menjalankan usaha memberikan jasa konsultan pajak. Mengingat jasa yang diberikan oleh firma tersebut sama dengan jasa yang diberikan T\ran C dan Tlran D sehubungan dengan pekerjaan bebas berupa jasa konsultan pajak, maka firma tersebut tidak termasuk Wajib Pajak badan berbentuk firma yang dikenai Pajak Penghasilanyang bersifat final berdasarkan ketentuan Peraturan Pemerintah ini. Huruf c Huruf d Ayat (s)",5,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 4 ayat (1),4,1.0,,ayat,"Contoh I : T\ran B seorang arsitek dan memiliki usaha toko bahan bangunan. Pada Tahun Pajak 2O2O, Tuan B memperoleh peredaran bruto dari memberikan jasa arsitek atas nama diri sendiri sebesar Rp 1.000.000.000,00 (satu miliar rupiah) dan daritoko bahan bangunan memperoleh peredaran bruto sebesar Rp 1.200.000.000,00 (satu miliar dua ratus juta nrpiah) dalam 1 (satu) Tahun Pajak. Penentuan batasan peredaran bruto tidak melebihi Rp4.8O0.000.000,00 (empat miliar detapan ratus juta rupiah) dihitung hanya atas peredaran bruto dari usaha toko bahan bangunan. Karena 5- Karena batasan peredaran bruto yang diterima oleh T\ran B dari usaha toko bahan bangunan tidak melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah), maka penghasilan dari usaha toko bahan bangunan dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini. Sedangkan penghasilan dari kegiatan arsitek dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat (i) hurufa Undang-Undang Pajak Penghasilan. Contoh 2: T\ran S seorang dokter dan memiliki usaha apotek. Pada Tahun Pajak 2020, Tuan S memperoleh peredaran bruto dari memberikan jasa dokter atas nama diri sendiri sebesar Rp2.000.000.000,00 (dua miliar rupiah) dan dari usaha apotek memperoleh peredaran bruto sebesar Rp3.000.000.000,00 (tiga miliar rupiah) dalam 1 (satu) Tahun Pajak. Meskipun jumlah peredaran bruto Tuan S sebesar Rp5.000.00O.O00,00 (lima miliar rupiah), penentuan batasan peredaran bruto hanya berdasarkan peredaran bruto dari usaha apotek. Karena batasan peredaran bruto yang diterima oleh Tuan S dari usaha apotek tidak melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah), maka penghasilan dari usaha apotek dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini. Sedangkan penghasilan dari jasa dokter dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat (1) huruf a Undang-Undang Pajak Penghasilan. Contoh 3: Tuan X merupakan pedagang tekstil yang memiliki tempat kegiatan usaha di beberapa pasar di wilayah yang berbeda. Berdasarkan pencatatan yang dilakukan diketahui rincian peredaran usaha di tahun 2019 adalah sebagai berikut:","Pasal 4 ayat (1) berbunyi: Contoh I : T\ran B seorang arsitek dan memiliki usaha toko bahan bangunan. Pada Tahun Pajak 2O2O, Tuan B memperoleh peredaran bruto dari memberikan jasa arsitek atas nama diri sendiri sebesar Rp 1.000.000.000,00 (satu miliar rupiah) dan daritoko bahan bangunan memperoleh peredaran bruto sebesar Rp 1.200.000.000,00 (satu miliar dua ratus juta nrpiah) dalam 1 (satu) Tahun Pajak. Penentuan batasan peredaran bruto tidak melebihi Rp4.8O0.000.000,00 (empat miliar detapan ratus juta rupiah) dihitung hanya atas peredaran bruto dari usaha toko bahan bangunan. Karena 5- Karena batasan peredaran bruto yang diterima oleh T\ran B dari usaha toko bahan bangunan tidak melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah), maka penghasilan dari usaha toko bahan bangunan dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini. Sedangkan penghasilan dari kegiatan arsitek dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat (i) hurufa Undang-Undang Pajak Penghasilan. Contoh 2: T\ran S seorang dokter dan memiliki usaha apotek. Pada Tahun Pajak 2020, Tuan S memperoleh peredaran bruto dari memberikan jasa dokter atas nama diri sendiri sebesar Rp2.000.000.000,00 (dua miliar rupiah) dan dari usaha apotek memperoleh peredaran bruto sebesar Rp3.000.000.000,00 (tiga miliar rupiah) dalam 1 (satu) Tahun Pajak. Meskipun jumlah peredaran bruto Tuan S sebesar Rp5.000.00O.O00,00 (lima miliar rupiah), penentuan batasan peredaran bruto hanya berdasarkan peredaran bruto dari usaha apotek. Karena batasan peredaran bruto yang diterima oleh Tuan S dari usaha apotek tidak melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah), maka penghasilan dari usaha apotek dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini. Sedangkan penghasilan dari jasa dokter dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat (1) huruf a Undang-Undang Pajak Penghasilan. Contoh 3: Tuan X merupakan pedagang tekstil yang memiliki tempat kegiatan usaha di beberapa pasar di wilayah yang berbeda. Berdasarkan pencatatan yang dilakukan diketahui rincian peredaran usaha di tahun 2019 adalah sebagai berikut:",4,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 4 ayat (1) poin a,4,1.0,a,poin,"Pasar A sebesar Rp i .000.000.000,00 (satu miliar rupiah);","Pasal 4 ayat (1) poin a berbunyi: Pasar A sebesar Rp i .000.000.000,00 (satu miliar rupiah);",5,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 4 ayat (1) poin b,4,1.0,b,poin,"Pasar B sebesar Rp2.000.000.000,00 (dua mitiar rupiah);","Pasal 4 ayat (1) poin b berbunyi: Pasar B sebesar Rp2.000.000.000,00 (dua mitiar rupiah);",5,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 4 ayat (1) poin c,4,1.0,c,poin,"Pasar C sebesar Rp2.000.000.000,00 (dua miliar rupiah); Dengan PRESIDEN REPU BLIK INDONESIA Dengan demikian, Tuan X pada tahun 2020 tidak dapat dikenai Pajak Penghasilan final, karena peredaran bruto usaha T\_ran Xdari seluruh tempat usaha pada tahun 2019 melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah).","Pasal 4 ayat (1) poin c berbunyi: Pasar C sebesar Rp2.000.000.000,00 (dua miliar rupiah); Dengan PRESIDEN REPU BLIK INDONESIA Dengan demikian, Tuan X pada tahun 2020 tidak dapat dikenai Pajak Penghasilan final, karena peredaran bruto usaha T\_ran Xdari seluruh tempat usaha pada tahun 2019 melebihi Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah).",5,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 4 ayat (2),4,2.0,,ayat,"Contoh: T\ran G dan Nyonya H adalah sepasang suami isteri yang menghendaki perjanjian pemisahan harta dan penghasilan secara tertulis. Pada Tahun Pajak 2019, T\ran G memiliki usaha toko kelontong dengan peredaran bruto Rp4.000.000.000,00 (empat miliar rupiah) dan Nyonya H memiliki usaha salon dengan peredaran bruto Rp 1.000.000.000,00 (satu miliar rupiah). Meskipun peredaran bruto masing-masing kurang dari Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah), akan tetapi karena jumlah peredaran bruto dari usaha T\ran G ditambah peredaran bruto dari usaha Nyonya H pada Tahun Pajak 2OI9 adalah Rp5.000.000.000,00 (lima miliar rupiah), maka atas penghasilan dari usaha Tuan G dan Nyonya H tidak dapat dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini.","Pasal 4 ayat (2) berbunyi: Contoh: T\ran G dan Nyonya H adalah sepasang suami isteri yang menghendaki perjanjian pemisahan harta dan penghasilan secara tertulis. Pada Tahun Pajak 2019, T\ran G memiliki usaha toko kelontong dengan peredaran bruto Rp4.000.000.000,00 (empat miliar rupiah) dan Nyonya H memiliki usaha salon dengan peredaran bruto Rp 1.000.000.000,00 (satu miliar rupiah). Meskipun peredaran bruto masing-masing kurang dari Rp4.800.000.000,00 (empat miliar delapan ratus juta rupiah), akan tetapi karena jumlah peredaran bruto dari usaha T\ran G ditambah peredaran bruto dari usaha Nyonya H pada Tahun Pajak 2OI9 adalah Rp5.000.000.000,00 (lima miliar rupiah), maka atas penghasilan dari usaha Tuan G dan Nyonya H tidak dapat dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini.",4,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 5,5,,,pasal,"Contoh 1: Tuan L memiliki usaha kedai kopi dan telah terdaftar sebagai Wajib Pajak sejak tanggal 16 Oktober 2018. Tuan L dikenai Pajak Penghasilan final sesuai dengan ketentuan Peraturan Pemerintah ini. Peredaran bruto yang diperoleh Tuan L dari usahanya: a. Tahun 2018: Rp100.000.000,00 (seratus juta rupiah); b. Tahun 2019: Rp500.000.000,00 (lima ratus juta rupiah); c. Tahun 2020: Rp800.000.000,00 (delapan ratus juta rupiah); d. Tahun 202 1: Rp1.000.000.000,00 (satu miliar rupiah); e. Tahun{iD *.""rJintt,',?5|*..,o e. Tahun 2022: Rp1.200.000.000,00 (satu miliar dua ratus juta rupiah); f. Tahun 2023: Rp 1.500.000.000,00 (satu miliar lima ratus juta rupiah); g. Tahun 2024: Rp1.800.000.000,00 (satu miliar delapan ratus juta rupiah). T\:an L dapat dikenai Paj ak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini dalam jangka waktu 7 (tduh) Tahun Pajak, yaitu sejak Wajib Pajak terdaftar sampai dengan Tahun Pajak 2024. Untuk Tahun Pajak 2025 dan Tahun Pajak - Tahun Pajak berikutnya dikenai Pajak Penghasiian berdasarkan tarif Pasal 17 ayat (1) huruf a Undang-Undang Pajak Penghasilan. Contoh 2: Persekutuan Komanditer (CV) JK memiliki usaha penjualan gerabah dan terdaftar sebagai Wajib Pajak . Peredaran bruto yang diperoleh CV JK: a. Tahun 2018: Rp1.000.000.000,00 (satu miliar rupiah); b. Tahun 2019: Rp2.000.000.000,00 (dua miliar rupiah); c. Tahun 2020: Rp2.500.000.000,00 (dua miliar lima ratus juta rupiah); d. Tahun 202 1: Rp3.000.000.000,00 (tiga miliar rupiah). CV JK dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini dalam jangka waktu 4 (empat) Tahun Pajak, yaitu sejak berlakunya Peraturan Pemerintah ini sampai dengan Tahun Pajak 2O2l . Untuk Tahun Pajak 2022 dan Tahun Pajak - Tahun Pajak berikutnya dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat(2a) atau Pasal 77 ayat (2a) dan Pasal 3lE Undang-Undang Pajak Penghasilan. Contoh 3 Contoh 3: Pf ABC memiliki usaha bengkel mobil dan terdaftar sebagai Wajib Pajak . Peredaran bruto yang diperoleh PT ABC: a. Tahun 2019: Rp100.000.000,00 (seratus juta rupiah); b. Tahun 2020: Rp200.000.000,00 (dua ratus juta rupiah); c. Tahun 2021: Rp300.000.000,00 (tiga ratus juta rupiah); d. Tahun 2022: Rp4OO.000.000,00 (empat ratus juta rupiah). PT ABC dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini dalam jangka waktu 3 (tiga) Tahun Pajak, yaitu sejak Tahun Pajak 2019 sampai dengan Tahun Pajak 2O2I. Untuk Tahun Pajak2022 dan Tahun Pajak - Tahun Pajak berikutnya dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat (2a) atau Pasal 17 ayat(2a) dan Pasal 31E Undang-Undang Pajak Penghasilan.","Pasal 5 berbunyi: Contoh 1: Tuan L memiliki usaha kedai kopi dan telah terdaftar sebagai Wajib Pajak sejak tanggal 16 Oktober 2018. Tuan L dikenai Pajak Penghasilan final sesuai dengan ketentuan Peraturan Pemerintah ini. Peredaran bruto yang diperoleh Tuan L dari usahanya: a. Tahun 2018: Rp100.000.000,00 (seratus juta rupiah); b. Tahun 2019: Rp500.000.000,00 (lima ratus juta rupiah); c. Tahun 2020: Rp800.000.000,00 (delapan ratus juta rupiah); d. Tahun 202 1: Rp1.000.000.000,00 (satu miliar rupiah); e. Tahun{iD *.""rJintt,',?5|*..,o e. Tahun 2022: Rp1.200.000.000,00 (satu miliar dua ratus juta rupiah); f. Tahun 2023: Rp 1.500.000.000,00 (satu miliar lima ratus juta rupiah); g. Tahun 2024: Rp1.800.000.000,00 (satu miliar delapan ratus juta rupiah). T\:an L dapat dikenai Paj ak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini dalam jangka waktu 7 (tduh) Tahun Pajak, yaitu sejak Wajib Pajak terdaftar sampai dengan Tahun Pajak 2024. Untuk Tahun Pajak 2025 dan Tahun Pajak - Tahun Pajak berikutnya dikenai Pajak Penghasiian berdasarkan tarif Pasal 17 ayat (1) huruf a Undang-Undang Pajak Penghasilan. Contoh 2: Persekutuan Komanditer (CV) JK memiliki usaha penjualan gerabah dan terdaftar sebagai Wajib Pajak . Peredaran bruto yang diperoleh CV JK: a. Tahun 2018: Rp1.000.000.000,00 (satu miliar rupiah); b. Tahun 2019: Rp2.000.000.000,00 (dua miliar rupiah); c. Tahun 2020: Rp2.500.000.000,00 (dua miliar lima ratus juta rupiah); d. Tahun 202 1: Rp3.000.000.000,00 (tiga miliar rupiah). CV JK dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini dalam jangka waktu 4 (empat) Tahun Pajak, yaitu sejak berlakunya Peraturan Pemerintah ini sampai dengan Tahun Pajak 2O2l . Untuk Tahun Pajak 2022 dan Tahun Pajak - Tahun Pajak berikutnya dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat(2a) atau Pasal 77 ayat (2a) dan Pasal 3lE Undang-Undang Pajak Penghasilan. Contoh 3 Contoh 3: Pf ABC memiliki usaha bengkel mobil dan terdaftar sebagai Wajib Pajak . Peredaran bruto yang diperoleh PT ABC: a. Tahun 2019: Rp100.000.000,00 (seratus juta rupiah); b. Tahun 2020: Rp200.000.000,00 (dua ratus juta rupiah); c. Tahun 2021: Rp300.000.000,00 (tiga ratus juta rupiah); d. Tahun 2022: Rp4OO.000.000,00 (empat ratus juta rupiah). PT ABC dikenai Pajak Penghasilan final berdasarkan ketentuan Peraturan Pemerintah ini dalam jangka waktu 3 (tiga) Tahun Pajak, yaitu sejak Tahun Pajak 2019 sampai dengan Tahun Pajak 2O2I. Untuk Tahun Pajak2022 dan Tahun Pajak - Tahun Pajak berikutnya dikenai Pajak Penghasilan berdasarkan tarif Pasal 17 ayat (2a) atau Pasal 17 ayat(2a) dan Pasal 31E Undang-Undang Pajak Penghasilan.",3,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
Pasal 7,7,,,pasal,"Contoh: T\ran I memiliki usaha restoran dan dikenai Pajak Penghasilan final sesuai dengan ketentuan Peraturan Pemerintah ini sejak Tahun Pajak 2019, karena peredaran bruto Tuan I pada tahun 2O18 kurang dari Rp4.800.0O0.000,00 (empat miliar delapan ratus juta rupiah). Pada bulan Agustus tahun 2019, peredaran bruto Tuan I telah mencapai RpS.000.000.000,00 (lima miliar rupiah). Meskipun peredaran bruto Tuan I telah melebihi Rp4.800.000.000,00 (empat miliar deiapan ratus juta rupiah), T\ran I tetap dikenai Pajak Penghasilan yang bersifat final dengan tarif 0,57o (nol koma iima persen) sampai dengan akhir Tahun Pajak 2019. Atas penghasilan yang diterima atau diperoleh Tuan I pada Tahun Pajak 2O2O dan seterusnya, dikenai Pajak Penghasilan dengan ketentuan umum berdasarkan tarif Pasal 77 ayat (1) huruf a Undang- Undang Pajak Penghasilan.","Pasal 7 berbunyi: Contoh: T\ran I memiliki usaha restoran dan dikenai Pajak Penghasilan final sesuai dengan ketentuan Peraturan Pemerintah ini sejak Tahun Pajak 2019, karena peredaran bruto Tuan I pada tahun 2O18 kurang dari Rp4.800.0O0.000,00 (empat miliar delapan ratus juta rupiah). Pada bulan Agustus tahun 2019, peredaran bruto Tuan I telah mencapai RpS.000.000.000,00 (lima miliar rupiah). Meskipun peredaran bruto Tuan I telah melebihi Rp4.800.000.000,00 (empat miliar deiapan ratus juta rupiah), T\ran I tetap dikenai Pajak Penghasilan yang bersifat final dengan tarif 0,57o (nol koma iima persen) sampai dengan akhir Tahun Pajak 2019. Atas penghasilan yang diterima atau diperoleh Tuan I pada Tahun Pajak 2O2O dan seterusnya, dikenai Pajak Penghasilan dengan ketentuan umum berdasarkan tarif Pasal 77 ayat (1) huruf a Undang- Undang Pajak Penghasilan.",3,PP Nomor 23 Tahun 2018,PP Nomor 23 Tahun 2018.pdf
