identifier,pasal,ayat,poin,element_type,content,full_text,hierarchy_level,source_document,source_file
Pasal 5 ayat (6),5.0,6.0,,ayat,Dikecualikan dari ketentuan sebagaimana dimaksud pada,Pasal 5 ayat (6) berbunyi: Dikecualikan dari ketentuan sebagaimana dimaksud pada,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 5 ayat (4),5.0,4.0,,ayat,"dan ayat (5), bagi Wajib Pajak yang baru terdaftar dapat dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan mulai Tahun Pajak terdaftar dengan cara menyampaikan pemberitahuan pada saat mendaftarkan diri.","Pasal 5 ayat (4) berbunyi: dan ayat (5), bagi Wajib Pajak yang baru terdaftar dapat dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan mulai Tahun Pajak terdaftar dengan cara menyampaikan pemberitahuan pada saat mendaftarkan diri.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 5 ayat (7),5.0,7.0,,ayat,Wajib Pajak sebagaimana dimaksud pada ayat (5) dan ayat,Pasal 5 ayat (7) berbunyi: Wajib Pajak sebagaimana dimaksud pada ayat (5) dan ayat,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 5 ayat (6),5.0,6.0,,ayat,tidak dapat dikenai Pajak Penghasilan yang bersifat final sebagaimana dimaksud dalam Pasal 3 ayat (1) untuk Tahun Pajak berikutnya.,Pasal 5 ayat (6) berbunyi: tidak dapat dikenai Pajak Penghasilan yang bersifat final sebagaimana dimaksud dalam Pasal 3 ayat (1) untuk Tahun Pajak berikutnya.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 5 ayat (8),5.0,8.0,,ayat,Pemberitahuan Wajib Pajak yang memilih dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan sebagaimana dimaksud pada ayat (1) dibuat sesuai dengan contoh format dokumen yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini. BABIV TATA CARA PENGHITUNGAN PAJAK PENGHASILAN,Pasal 5 ayat (8) berbunyi: Pemberitahuan Wajib Pajak yang memilih dikenai Pajak Penghasilan Berdasarkan Ketentuan Umum Pajak Penghasilan sebagaimana dimaksud pada ayat (1) dibuat sesuai dengan contoh format dokumen yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini. BABIV TATA CARA PENGHITUNGAN PAJAK PENGHASILAN,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6,6.0,,,pasal,( 1) Dasar pengenaan pajak yang digunakan untuk menghitung Pajak Penghasilan yang bersifat final yaitu jumlah peredaran bruto atas penghasilan dari usaha jdih.kemenkeu.go.id sebagaimana dimaksud dalam Pasal 3 ayat (1) setiap bulan.,Pasal 6 berbunyi: ( 1) Dasar pengenaan pajak yang digunakan untuk menghitung Pajak Penghasilan yang bersifat final yaitu jumlah peredaran bruto atas penghasilan dari usaha jdih.kemenkeu.go.id sebagaimana dimaksud dalam Pasal 3 ayat (1) setiap bulan.,3,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (2),6.0,2.0,,ayat,Peredaran bruto untuk:,Pasal 6 ayat (2) berbunyi: Peredaran bruto untuk:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (2) poin a,6.0,2.0,a,poin,menghitung Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (1); dan,Pasal 6 ayat (2) poin a berbunyi: menghitung Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (1); dan,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (2) poin b,6.0,2.0,b,poin,"menentukan Wajib Pajak dalam negeri yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 4 ayat ( 1), merupakan imbalan atau nilai pengganti berupa uang atau nilai uang yang diterima atau diperoleh dari usaha, sebelum dikurangi potongan penjualan, potongan tunai, dan/atau potongan sejenis.","Pasal 6 ayat (2) poin b berbunyi: menentukan Wajib Pajak dalam negeri yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 4 ayat ( 1), merupakan imbalan atau nilai pengganti berupa uang atau nilai uang yang diterima atau diperoleh dari usaha, sebelum dikurangi potongan penjualan, potongan tunai, dan/atau potongan sejenis.",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (3),6.0,3.0,,ayat,Bagi Wajib Pajak orang pribadi yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 4 ayat,Pasal 6 ayat (3) berbunyi: Bagi Wajib Pajak orang pribadi yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 4 ayat,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (1),6.0,1.0,,ayat,"huruf a, atas bagian peredaran bruto sebagaimana dimaksud pada ayat (1) sampai dengan RpS00.000.000,00 (lima ratus juta rupiah) dalam 1 (satu) Tahun Pajak tidak dikenai Pajak Penghasilan.","Pasal 6 ayat (1) berbunyi: huruf a, atas bagian peredaran bruto sebagaimana dimaksud pada ayat (1) sampai dengan RpS00.000.000,00 (lima ratus juta rupiah) dalam 1 (satu) Tahun Pajak tidak dikenai Pajak Penghasilan.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (4),6.0,4.0,,ayat,Bagian peredaran bruto yang tidak dikenai Pajak Penghasilan sebagaimana dimaksud pada ayat (3) merupakanjumlah peredaran bruto atas penghasilan dari usaha sebagaimana dimaksud pada ayat (1) yang dihitung secara kumulatif sejak Masa Pajak pertama dalam suatu Tahun Pajak atau bagian Tahun Pajak untuk seluruh tempat kegiatan usaha.,Pasal 6 ayat (4) berbunyi: Bagian peredaran bruto yang tidak dikenai Pajak Penghasilan sebagaimana dimaksud pada ayat (3) merupakanjumlah peredaran bruto atas penghasilan dari usaha sebagaimana dimaksud pada ayat (1) yang dihitung secara kumulatif sejak Masa Pajak pertama dalam suatu Tahun Pajak atau bagian Tahun Pajak untuk seluruh tempat kegiatan usaha.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (5),6.0,5.0,,ayat,Dalam hal Wajib Pajak orang pribadi merupakan suami­ istri yang:,Pasal 6 ayat (5) berbunyi: Dalam hal Wajib Pajak orang pribadi merupakan suami­ istri yang:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (5) poin a,6.0,5.0,a,poin,menghendaki perjanjian pemisahan harta dan penghasilan secara tertulis; atau,Pasal 6 ayat (5) poin a berbunyi: menghendaki perjanjian pemisahan harta dan penghasilan secara tertulis; atau,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (5) poin b,6.0,5.0,b,poin,"istrinya menghendaki memilih untuk menjalankan hak dan kewajiban perpajakannya sendiri, sebagaimana dimaksud dalam Pasal 8 ayat (2) huruf b dan huruf c Undang-Undang Pajak Penghasilan, bagian peredaran bruto atas penghasilan dari usaha yang tidak dikenai Pajak Penghasilan sebagaimana dimaksud pada","Pasal 6 ayat (5) poin b berbunyi: istrinya menghendaki memilih untuk menjalankan hak dan kewajiban perpajakannya sendiri, sebagaimana dimaksud dalam Pasal 8 ayat (2) huruf b dan huruf c Undang-Undang Pajak Penghasilan, bagian peredaran bruto atas penghasilan dari usaha yang tidak dikenai Pajak Penghasilan sebagaimana dimaksud pada",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (3),6.0,3.0,,ayat,dan ayat (4) diberlakukan untuk masing-masing suami dan istri.,Pasal 6 ayat (3) berbunyi: dan ayat (4) diberlakukan untuk masing-masing suami dan istri.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (6),6.0,6.0,,ayat,Pajak Penghasilan yang bersifat final terutang dihitung berdasarkan tarif sebagaimana dimaksud dalam Pasal 3,Pasal 6 ayat (6) berbunyi: Pajak Penghasilan yang bersifat final terutang dihitung berdasarkan tarif sebagaimana dimaksud dalam Pasal 3,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (2),6.0,2.0,,ayat,dikalikan dengan:,Pasal 6 ayat (2) berbunyi: dikalikan dengan:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (2) poin a,6.0,2.0,a,poin,dasar pengenaan pajak sebagaimana dimaksud pada,Pasal 6 ayat (2) poin a berbunyi: dasar pengenaan pajak sebagaimana dimaksud pada,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (1),6.0,1.0,,ayat,"setelah memperhitungkan bagian peredaran bruto sebagaimana dimaksud pada ayat (3), untuk Wajib Pajak orang pribadi sebagaimana dimaksud dalam Pasal 4 ayat ( 1) huruf a; atau","Pasal 6 ayat (1) berbunyi: setelah memperhitungkan bagian peredaran bruto sebagaimana dimaksud pada ayat (3), untuk Wajib Pajak orang pribadi sebagaimana dimaksud dalam Pasal 4 ayat ( 1) huruf a; atau",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (1) poin b,6.0,1.0,b,poin,dasar pengenaan pajak sebagaimana dimaksud pada,Pasal 6 ayat (1) poin b berbunyi: dasar pengenaan pajak sebagaimana dimaksud pada,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (1),6.0,1.0,,ayat,", untuk Wajib Pajak badan sebagaimana dimaksud dalam Pasal 4 ayat (1) huruf b.","Pasal 6 ayat (1) berbunyi: , untuk Wajib Pajak badan sebagaimana dimaksud dalam Pasal 4 ayat (1) huruf b.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 6 ayat (7),6.0,7.0,,ayat,"Penghitungan Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (6) dilakukan sesuai dengan contoh penghitungan yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini. jdih.kemenkeu.go.id BABV TATA CARA PENYETORAN, PEMOTONGAN ATAU PEMUNGUTAN,DANPELAPORAN","Pasal 6 ayat (7) berbunyi: Penghitungan Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (6) dilakukan sesuai dengan contoh penghitungan yang tercantum dalam Lampiran yang merupakan bagian tidak terpisahkan dari Peraturan Menteri ini. jdih.kemenkeu.go.id BABV TATA CARA PENYETORAN, PEMOTONGAN ATAU PEMUNGUTAN,DANPELAPORAN",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (1),7.0,1.0,,ayat,Pajak Penghasilan yang bersifat final sebagaimana dimaksud dalam Pasal 6 ayat (6) dilunasi dengan cara:,Pasal 7 ayat (1) berbunyi: Pajak Penghasilan yang bersifat final sebagaimana dimaksud dalam Pasal 6 ayat (6) dilunasi dengan cara:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (1) poin a,7.0,1.0,a,poin,disetor sendiri oleh Wajib Pajak; atau,Pasal 7 ayat (1) poin a berbunyi: disetor sendiri oleh Wajib Pajak; atau,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (1) poin b,7.0,1.0,b,poin,"dipotong atau dipungut oleh Pemotong atau Pemungut Pajak Penghasilan, apabila Wajib Pajak melalrukan transaksi dengan pihak yang ditunjuk sebagai Pemotong atau Pemungut Pajak Penghasilan.","Pasal 7 ayat (1) poin b berbunyi: dipotong atau dipungut oleh Pemotong atau Pemungut Pajak Penghasilan, apabila Wajib Pajak melalrukan transaksi dengan pihak yang ditunjuk sebagai Pemotong atau Pemungut Pajak Penghasilan.",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (2),7.0,2.0,,ayat,Penyetoran Pajak Penghasilan sebagaimana dimaksud pada ayat (1) huruf a dilalrukan setiap bulan untuk masing-masing tempat kegiatan usaha paling lambat tanggal 15 (lima belas) bulan berikutnya setelah Masa Pajak berakhir sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,Pasal 7 ayat (2) berbunyi: Penyetoran Pajak Penghasilan sebagaimana dimaksud pada ayat (1) huruf a dilalrukan setiap bulan untuk masing-masing tempat kegiatan usaha paling lambat tanggal 15 (lima belas) bulan berikutnya setelah Masa Pajak berakhir sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (3),7.0,3.0,,ayat,Wajib Pajak yang memiliki peredaran bruto tertentu yang wajib melalrukan penyetoran Pajak Penghasilan sebagaimana dimaksud pada ayat (2) wajib menyampaikan Surat Pemberitahuan Masa Pajak Penghasilan Unifikasi paling lama 20 (dua puluh) hari setelah. akhir Masa Pajak sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,Pasal 7 ayat (3) berbunyi: Wajib Pajak yang memiliki peredaran bruto tertentu yang wajib melalrukan penyetoran Pajak Penghasilan sebagaimana dimaksud pada ayat (2) wajib menyampaikan Surat Pemberitahuan Masa Pajak Penghasilan Unifikasi paling lama 20 (dua puluh) hari setelah. akhir Masa Pajak sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (4),7.0,4.0,,ayat,"Dikecualikan dari kewajiban menyampaikan Surat Pemberitahuan Masa Pajak Penghasilan Unifikasi sebagaimana dimaksud pada ayat (3), apabila pada suatu bulan tidak terdapat kewajiban penyetoran Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (2) yang disebabkan karena:","Pasal 7 ayat (4) berbunyi: Dikecualikan dari kewajiban menyampaikan Surat Pemberitahuan Masa Pajak Penghasilan Unifikasi sebagaimana dimaksud pada ayat (3), apabila pada suatu bulan tidak terdapat kewajiban penyetoran Pajak Penghasilan yang bersifat final sebagaimana dimaksud pada ayat (2) yang disebabkan karena:",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (4) poin a,7.0,4.0,a,poin,Wajib Pajak tidak memiliki penghasilan dari usaha sebagaimana dimaksud dalam Pasal 3 ayat (1);,Pasal 7 ayat (4) poin a berbunyi: Wajib Pajak tidak memiliki penghasilan dari usaha sebagaimana dimaksud dalam Pasal 3 ayat (1);,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (4) poin b,7.0,4.0,b,poin,Wajib Pajak hanya melalrukan transaksi yang dilalrukan pemotongan atau pemungutan Pajak Penghasilan sebagaimana dimaksud pada ayat (1) huruf b; atau,Pasal 7 ayat (4) poin b berbunyi: Wajib Pajak hanya melalrukan transaksi yang dilalrukan pemotongan atau pemungutan Pajak Penghasilan sebagaimana dimaksud pada ayat (1) huruf b; atau,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (4) poin c,7.0,4.0,c,poin,"peredaran bruto atas penghasilan dari usaha secara kumulatif sejak Masa Pajak pertama Tahun Pajak yang bersangkutan belum melebihi Rp500.000.000,00 (lima ratus juta rupiah) sebagaimana dimaksud dalam Pasal 6 ayat (3).","Pasal 7 ayat (4) poin c berbunyi: peredaran bruto atas penghasilan dari usaha secara kumulatif sejak Masa Pajak pertama Tahun Pajak yang bersangkutan belum melebihi Rp500.000.000,00 (lima ratus juta rupiah) sebagaimana dimaksud dalam Pasal 6 ayat (3).",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 7 ayat (5),7.0,5.0,,ayat,Wajib Pajak yang telah melalrukan penyetoran Pajak Penghasilan sebagaimana dimaksud pada ayat (2) dan telah mendapat validasi dengan nomor transaksi penerimaan negara dianggap telah menyampaikan Surat Pemberitahuan Masa Pajak Penghasilan Unifikasi sebagaimana dimaksud pada ayat (3) sesuai dengan tanggal validasi nomor transaksi penerimaan negara yang tercantum pada Surat Setoran Pajak atau sarana administrasi lain yang disamakan dengan Surat Setoran Pajak. /J- jdih.kemenkeu.go.id,Pasal 7 ayat (5) berbunyi: Wajib Pajak yang telah melalrukan penyetoran Pajak Penghasilan sebagaimana dimaksud pada ayat (2) dan telah mendapat validasi dengan nomor transaksi penerimaan negara dianggap telah menyampaikan Surat Pemberitahuan Masa Pajak Penghasilan Unifikasi sebagaimana dimaksud pada ayat (3) sesuai dengan tanggal validasi nomor transaksi penerimaan negara yang tercantum pada Surat Setoran Pajak atau sarana administrasi lain yang disamakan dengan Surat Setoran Pajak. /J- jdih.kemenkeu.go.id,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (1),8.0,1.0,,ayat,"Pemotong atau Pemungut Pajak Penghasilan sebagaimana dimaksud dalam Pasal 7 ayat ( 1) huruf b dalam kedudukan sebagai pembeli atau pengguna jasa melakukan pemotongan atau pemungutan Pajak Penghasilan yang bersifat final dengan tarif sebesar 0,5% (nol koma lima persen) terhadap Wajib Pajak yang memiliki Surat Keterangan, dengan ketentuan sebagai berikut:","Pasal 8 ayat (1) berbunyi: Pemotong atau Pemungut Pajak Penghasilan sebagaimana dimaksud dalam Pasal 7 ayat ( 1) huruf b dalam kedudukan sebagai pembeli atau pengguna jasa melakukan pemotongan atau pemungutan Pajak Penghasilan yang bersifat final dengan tarif sebesar 0,5% (nol koma lima persen) terhadap Wajib Pajak yang memiliki Surat Keterangan, dengan ketentuan sebagai berikut:",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (1) poin a,8.0,1.0,a,poin,dilakukan untuk setiap transaksi penjualan barang atau penyerahan jasa yang merupakan objek pemotongan atau pemungutan Pajak Penghasilan sesuai ketentuan yang mengatur mengenai pemotongan atau pemungutan Pajak Penghasilan;,Pasal 8 ayat (1) poin a berbunyi: dilakukan untuk setiap transaksi penjualan barang atau penyerahan jasa yang merupakan objek pemotongan atau pemungutan Pajak Penghasilan sesuai ketentuan yang mengatur mengenai pemotongan atau pemungutan Pajak Penghasilan;,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (1) poin b,8.0,1.0,b,poin,Wajib Pajak bersangkutan harus menyerahkan Surat Keterangan dimaksud kepada Pemotong atau Pemungut Pajak Penghasilan; dan,Pasal 8 ayat (1) poin b berbunyi: Wajib Pajak bersangkutan harus menyerahkan Surat Keterangan dimaksud kepada Pemotong atau Pemungut Pajak Penghasilan; dan,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (1) poin c,8.0,1.0,c,poin,"Pemotong atau Pemungut Pajak Penghasilan menerbitkan bukti pemotongan atau pemungutan Pajak Penghasilan sesuai ketentuan yang mengatur mengenai pemotongan atau pemungutan Pajak Penghasilan, dan menyerahkan bukti pemotongan atau pemungutan tersebut kepada Wajib Pajak yang dipotong atau dipungut.","Pasal 8 ayat (1) poin c berbunyi: Pemotong atau Pemungut Pajak Penghasilan menerbitkan bukti pemotongan atau pemungutan Pajak Penghasilan sesuai ketentuan yang mengatur mengenai pemotongan atau pemungutan Pajak Penghasilan, dan menyerahkan bukti pemotongan atau pemungutan tersebut kepada Wajib Pajak yang dipotong atau dipungut.",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (2),8.0,2.0,,ayat,Pemotong atau Pemungut Pajak Penghasilan sebagaimana dimaksud dalam Pasal 7 ayat ( 1) huruf b tidak melakukan pemotongan atau pemungutan Pajak Penghasilan terhadap Wajib Pajak yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 4 ayat (1) atas transaksi:,Pasal 8 ayat (2) berbunyi: Pemotong atau Pemungut Pajak Penghasilan sebagaimana dimaksud dalam Pasal 7 ayat ( 1) huruf b tidak melakukan pemotongan atau pemungutan Pajak Penghasilan terhadap Wajib Pajak yang memiliki peredaran bruto tertentu sebagaimana dimaksud dalam Pasal 4 ayat (1) atas transaksi:,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (2) poin a,8.0,2.0,a,poin,impor;,Pasal 8 ayat (2) poin a berbunyi: impor;,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (2) poin b,8.0,2.0,b,poin,pembelian barang; atau,Pasal 8 ayat (2) poin b berbunyi: pembelian barang; atau,5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (2) poin c,8.0,2.0,c,poin,"penjualan barang atau penyerahan jasa yang dilakukan oleh Wajib Pajak orang pribadi yang memiliki peredaran bru to atas penghasilan dari usaha tidak melebihi Rp500.000.000,00 (lima ratus juta rupiah) sebagaimana dimaksud dalam Pasal 6","Pasal 8 ayat (2) poin c berbunyi: penjualan barang atau penyerahan jasa yang dilakukan oleh Wajib Pajak orang pribadi yang memiliki peredaran bru to atas penghasilan dari usaha tidak melebihi Rp500.000.000,00 (lima ratus juta rupiah) sebagaimana dimaksud dalam Pasal 6",5,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (3),8.0,3.0,,ayat,.,Pasal 8 ayat (3) berbunyi: .,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (3),8.0,3.0,,ayat,"Penerapan ketentuan tidak dilakukan pemotongan atau pemungutan Pajak Penghasilan atas transaksi impor dan pembelian barang sebagaimana dimaksud pada ayat (2) huruf a dan huruf b, dilakukan Pemotong atau Pemungut Pajak Penghasilan dalam hal Wajib Pajak menyerahkan Surat Keterangan.","Pasal 8 ayat (3) berbunyi: Penerapan ketentuan tidak dilakukan pemotongan atau pemungutan Pajak Penghasilan atas transaksi impor dan pembelian barang sebagaimana dimaksud pada ayat (2) huruf a dan huruf b, dilakukan Pemotong atau Pemungut Pajak Penghasilan dalam hal Wajib Pajak menyerahkan Surat Keterangan.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (4),8.0,4.0,,ayat,Wajib Pajak orang pribadi sebagaimana dimaksud pada,Pasal 8 ayat (4) berbunyi: Wajib Pajak orang pribadi sebagaimana dimaksud pada,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (2),8.0,2.0,,ayat,"huruf c harus menyampaikan surat pernyataan sebagai pengganti Surat Keterangan kepada Pemotong atau Pemungut Pajak Penghasilan yang menyatakan bahwa peredaran bruto atas penghasilan dari usaha Wajib Pajak pada saat dilakukan pemotongan atau pemungutan Pajak Penghasilan tidak melebihi Rp500.000.000,00 (lima ratus juta rupiah).","Pasal 8 ayat (2) berbunyi: huruf c harus menyampaikan surat pernyataan sebagai pengganti Surat Keterangan kepada Pemotong atau Pemungut Pajak Penghasilan yang menyatakan bahwa peredaran bruto atas penghasilan dari usaha Wajib Pajak pada saat dilakukan pemotongan atau pemungutan Pajak Penghasilan tidak melebihi Rp500.000.000,00 (lima ratus juta rupiah).",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (5),8.0,5.0,,ayat,"Atas transaksi pembelian barang dan penjualan barang atau penyerahan jasa yang dikecualikan dari pemotongan atau pemungutan Pajak Penghasilan sebagaimana dimaksud pada ayat (2) huruf b dan huruf c, Pemotong atau Pemungut Pajak Penghasilan tetap menerbi; t jdih.kemenkeu.go.id bukti pemotongan atau pemungutan Pajak Penghasilan dengan nilai Pajak Penghasilan nihil.","Pasal 8 ayat (5) berbunyi: Atas transaksi pembelian barang dan penjualan barang atau penyerahan jasa yang dikecualikan dari pemotongan atau pemungutan Pajak Penghasilan sebagaimana dimaksud pada ayat (2) huruf b dan huruf c, Pemotong atau Pemungut Pajak Penghasilan tetap menerbi; t jdih.kemenkeu.go.id bukti pemotongan atau pemungutan Pajak Penghasilan dengan nilai Pajak Penghasilan nihil.",4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
Pasal 8 ayat (6),8.0,6.0,,ayat,Pemotong atau Pemungut Pajak Penghasilan sebagaimana dimaksud dalam Pasal 7 ayat ( 1) huruf b menyetorkan Pajak Penghasilan yang telah dipotong atau dipungut sebagaimana dimaksud pada ayat ( 1) dengan menggunakan Surat Setoran Pajak atau sarana administrasi lain yang disamakan dengan Surat Setoran Pajak atas nama Pemotong atau Pemungut Pajak Penghasilan paling lambat tanggal 15 (lima belas) bulan berikutnya setelah Masa Pajak berakhir sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,Pasal 8 ayat (6) berbunyi: Pemotong atau Pemungut Pajak Penghasilan sebagaimana dimaksud dalam Pasal 7 ayat ( 1) huruf b menyetorkan Pajak Penghasilan yang telah dipotong atau dipungut sebagaimana dimaksud pada ayat ( 1) dengan menggunakan Surat Setoran Pajak atau sarana administrasi lain yang disamakan dengan Surat Setoran Pajak atas nama Pemotong atau Pemungut Pajak Penghasilan paling lambat tanggal 15 (lima belas) bulan berikutnya setelah Masa Pajak berakhir sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.,4,PM Keuangan Nomor 164 Tahun 2023,PM Keuangan Nomor 164 Tahun 2023.pdf
